"MTU (CET/CEST)","Generation - Wind Offshore [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore [MW] Intraday / BZN|ES","Generation - Wind Offshore [MW] Current / BZN|ES","Generation - Wind Onshore [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore [MW] Intraday / BZN|ES","Generation - Wind Onshore [MW] Current / BZN|ES"
"03.01.2022 18:00 - 03.01.2022 19:00","n/e","n/e","n/e","8258","8611","8327"
"03.01.2022 19:00 - 03.01.2022 20:00","n/e","n/e","n/e","9145","9267","9040"
"03.01.2022 20:00 - 03.01.2022 21:00","n/e","n/e","n/e","9714","9833","9988"
"03.01.2022 21:00 - 03.01.2022 22:00","n/e","n/e","n/e","10239","10305","10511"
"03.01.2022 22:00 - 03.01.2022 23:00","n/e","n/e","n/e","10518","10636","10721"
"03.01.2022 23:00 - 04.01.2022 00:00","n/e","n/e","n/e","10878","10897","11076"
"04.01.2022 00:00 - 04.01.2022 01:00","n/e","n/e","n/e","11310","11388","11388"
"04.01.2022 01:00 - 04.01.2022 02:00","n/e","n/e","n/e","11643","11671","11671"
"04.01.2022 02:00 - 04.01.2022 03:00","n/e","n/e","n/e","11870","11815","11815"
"04.01.2022 03:00 - 04.01.2022 04:00","n/e","n/e","n/e","11885","11514","11514"
"04.01.2022 04:00 - 04.01.2022 05:00","n/e","n/e","n/e","11777","11168","11168"
"04.01.2022 05:00 - 04.01.2022 06:00","n/e","n/e","n/e","11660","11099","11099"
"04.01.2022 06:00 - 04.01.2022 07:00","n/e","n/e","n/e","11642","10776","10776"
"04.01.2022 07:00 - 04.01.2022 08:00","n/e","n/e","n/e","11497","10711","10711"
"04.01.2022 08:00 - 04.01.2022 09:00","n/e","n/e","n/e","11204","10571","10862"
"04.01.2022 09:00 - 04.01.2022 10:00","n/e","n/e","n/e","10786","10446","10585"
"04.01.2022 10:00 - 04.01.2022 11:00","n/e","n/e","n/e","10406","9974","9971"
"04.01.2022 11:00 - 04.01.2022 12:00","n/e","n/e","n/e","10125","9416","9907"
"04.01.2022 12:00 - 04.01.2022 13:00","n/e","n/e","n/e","10077","9432","10769"
"04.01.2022 13:00 - 04.01.2022 14:00","n/e","n/e","n/e","10898","10419","11555"
"04.01.2022 14:00 - 04.01.2022 15:00","n/e","n/e","n/e","11689","11482","13039"
"04.01.2022 15:00 - 04.01.2022 16:00","n/e","n/e","n/e","12408","11898","13577"
"04.01.2022 16:00 - 04.01.2022 17:00","n/e","n/e","n/e","12971","12537","13894"
"04.01.2022 17:00 - 04.01.2022 18:00","n/e","n/e","n/e","13330","12871","13191"
"04.01.2022 18:00 - 04.01.2022 19:00","n/e","n/e","n/e","13706","13163","13076"
"04.01.2022 19:00 - 04.01.2022 20:00","n/e","n/e","n/e","14253","13649","13638"
"04.01.2022 20:00 - 04.01.2022 21:00","n/e","n/e","n/e","14682","14227","15145"
"04.01.2022 21:00 - 04.01.2022 22:00","n/e","n/e","n/e","14851","14677","15322"
"04.01.2022 22:00 - 04.01.2022 23:00","n/e","n/e","n/e","14873","14732","15440"
"04.01.2022 23:00 - 05.01.2022 00:00","n/e","n/e","n/e","14736","14703","15373"
"05.01.2022 00:00 - 05.01.2022 01:00","n/e","n/e","n/e","14453","15035","15035"
"05.01.2022 01:00 - 05.01.2022 02:00","n/e","n/e","n/e","14233","14189","14189"
"05.01.2022 02:00 - 05.01.2022 03:00","n/e","n/e","n/e","13945","13666","13666"
"05.01.2022 03:00 - 05.01.2022 04:00","n/e","n/e","n/e","13638","13191","13191"
"05.01.2022 04:00 - 05.01.2022 05:00","n/e","n/e","n/e","13468","12853","12853"
"05.01.2022 05:00 - 05.01.2022 06:00","n/e","n/e","n/e","13308","12531","12531"
"05.01.2022 06:00 - 05.01.2022 07:00","n/e","n/e","n/e","13151","12026","12026"
"05.01.2022 07:00 - 05.01.2022 08:00","n/e","n/e","n/e","12952","12385","12385"
"05.01.2022 08:00 - 05.01.2022 09:00","n/e","n/e","n/e","12748","12431","13321"
"05.01.2022 09:00 - 05.01.2022 10:00","n/e","n/e","n/e","12539","12295","13407"
"05.01.2022 10:00 - 05.01.2022 11:00","n/e","n/e","n/e","12519","12320","12915"
"05.01.2022 11:00 - 05.01.2022 12:00","n/e","n/e","n/e","12744","12484","12603"
"05.01.2022 12:00 - 05.01.2022 13:00","n/e","n/e","n/e","13016","12711","12414"
"05.01.2022 13:00 - 05.01.2022 14:00","n/e","n/e","n/e","12717","12334","12942"
"05.01.2022 14:00 - 05.01.2022 15:00","n/e","n/e","n/e","11891","11834","12656"
"05.01.2022 15:00 - 05.01.2022 16:00","n/e","n/e","n/e","11294","11230","12391"
"05.01.2022 16:00 - 05.01.2022 17:00","n/e","n/e","n/e","10341","10205","11008"
"05.01.2022 17:00 - 05.01.2022 18:00","n/e","n/e","n/e","9333","9148","9554"
"05.01.2022 18:00 - 05.01.2022 19:00","n/e","n/e","n/e","8420","8229","9091"
"05.01.2022 19:00 - 05.01.2022 20:00","n/e","n/e","n/e","8114","7749","8985"
"05.01.2022 20:00 - 05.01.2022 21:00","n/e","n/e","n/e","7890","7299","8847"
"05.01.2022 21:00 - 05.01.2022 22:00","n/e","n/e","n/e","7681","6895","8899"
"05.01.2022 22:00 - 05.01.2022 23:00","n/e","n/e","n/e","7705","7039","8852"
"05.01.2022 23:00 - 06.01.2022 00:00","n/e","n/e","n/e","7893","7339","9007"
"06.01.2022 00:00 - 06.01.2022 01:00","n/e","n/e","n/e","8224","8695","8695"
"06.01.2022 01:00 - 06.01.2022 02:00","n/e","n/e","n/e","8531","8613","8613"
"06.01.2022 02:00 - 06.01.2022 03:00","n/e","n/e","n/e","8721","9303","9303"
"06.01.2022 03:00 - 06.01.2022 04:00","n/e","n/e","n/e","8806","9093","9093"
"06.01.2022 04:00 - 06.01.2022 05:00","n/e","n/e","n/e","8841","8693","8693"
"06.01.2022 05:00 - 06.01.2022 06:00","n/e","n/e","n/e","8869","8445","8445"
"06.01.2022 06:00 - 06.01.2022 07:00","n/e","n/e","n/e","8654","8148","8148"
"06.01.2022 07:00 - 06.01.2022 08:00","n/e","n/e","n/e","8394","7874","7874"
"06.01.2022 08:00 - 06.01.2022 09:00","n/e","n/e","n/e","8311","7758","7792"
"06.01.2022 09:00 - 06.01.2022 10:00","n/e","n/e","n/e","8223","7561","7541"
"06.01.2022 10:00 - 06.01.2022 11:00","n/e","n/e","n/e","7822","7228","7052"
"06.01.2022 11:00 - 06.01.2022 12:00","n/e","n/e","n/e","7432","6983","6628"
"06.01.2022 12:00 - 06.01.2022 13:00","n/e","n/e","n/e","7298","6752","6812"
"06.01.2022 13:00 - 06.01.2022 14:00","n/e","n/e","n/e","7117","6699","7298"
"06.01.2022 14:00 - 06.01.2022 15:00","n/e","n/e","n/e","6975","6736","7624"
"06.01.2022 15:00 - 06.01.2022 16:00","n/e","n/e","n/e","6893","6757","7890"
"06.01.2022 16:00 - 06.01.2022 17:00","n/e","n/e","n/e","6823","7052","7919"
"06.01.2022 17:00 - 06.01.2022 18:00","n/e","n/e","n/e","6883","7358","7458"
"06.01.2022 18:00 - 06.01.2022 19:00","n/e","n/e","n/e","7331","7739","7995"
"06.01.2022 19:00 - 06.01.2022 20:00","n/e","n/e","n/e","7792","7935","8398"
"06.01.2022 20:00 - 06.01.2022 21:00","n/e","n/e","n/e","8064","8061","8417"
"06.01.2022 21:00 - 06.01.2022 22:00","n/e","n/e","n/e","8295","8154","8309"
"06.01.2022 22:00 - 06.01.2022 23:00","n/e","n/e","n/e","8540","8276","8214"
"06.01.2022 23:00 - 07.01.2022 00:00","n/e","n/e","n/e","8774","8409","8307"
"07.01.2022 00:00 - 07.01.2022 01:00","n/e","n/e","n/e","8600","8404","8404"
"07.01.2022 01:00 - 07.01.2022 02:00","n/e","n/e","n/e","8585","8268","8268"
"07.01.2022 02:00 - 07.01.2022 03:00","n/e","n/e","n/e","8592","8244","8244"
"07.01.2022 03:00 - 07.01.2022 04:00","n/e","n/e","n/e","8755","8051","8051"
"07.01.2022 04:00 - 07.01.2022 05:00","n/e","n/e","n/e","8952","8143","8143"
"07.01.2022 05:00 - 07.01.2022 06:00","n/e","n/e","n/e","9176","8415","8415"
"07.01.2022 06:00 - 07.01.2022 07:00","n/e","n/e","n/e","9306","8793","8793"
"07.01.2022 07:00 - 07.01.2022 08:00","n/e","n/e","n/e","9493","8723","8723"
"07.01.2022 08:00 - 07.01.2022 09:00","n/e","n/e","n/e","9638","9025","8990"
"07.01.2022 09:00 - 07.01.2022 10:00","n/e","n/e","n/e","9740","9241","9358"
"07.01.2022 10:00 - 07.01.2022 11:00","n/e","n/e","n/e","9611","9197","8764"
"07.01.2022 11:00 - 07.01.2022 12:00","n/e","n/e","n/e","9647","9275","9132"
"07.01.2022 12:00 - 07.01.2022 13:00","n/e","n/e","n/e","10099","9644","9259"
"07.01.2022 13:00 - 07.01.2022 14:00","n/e","n/e","n/e","10405","9753","8832"
"07.01.2022 14:00 - 07.01.2022 15:00","n/e","n/e","n/e","10329","9633","9166"
"07.01.2022 15:00 - 07.01.2022 16:00","n/e","n/e","n/e","10050","9401","9386"
"07.01.2022 16:00 - 07.01.2022 17:00","n/e","n/e","n/e","9506","8870","9218"
"07.01.2022 17:00 - 07.01.2022 18:00","n/e","n/e","n/e","8950","8287","8731"
"07.01.2022 18:00 - 07.01.2022 19:00","n/e","n/e","n/e","8626","7709","8758"
"07.01.2022 19:00 - 07.01.2022 20:00","n/e","n/e","n/e","8413","7590","8720"
"07.01.2022 20:00 - 07.01.2022 21:00","n/e","n/e","n/e","8304","7466","8278"
"07.01.2022 21:00 - 07.01.2022 22:00","n/e","n/e","n/e","8125","7396","7674"
"07.01.2022 22:00 - 07.01.2022 23:00","n/e","n/e","n/e","7949","7232","7421"
"07.01.2022 23:00 - 08.01.2022 00:00","n/e","n/e","n/e","7838","7139","7417"
"08.01.2022 00:00 - 08.01.2022 01:00","n/e","n/e","n/e","7441","7419","7419"
"08.01.2022 01:00 - 08.01.2022 02:00","n/e","n/e","n/e","7637","7334","7334"
"08.01.2022 02:00 - 08.01.2022 03:00","n/e","n/e","n/e","7859","7727","7727"
"08.01.2022 03:00 - 08.01.2022 04:00","n/e","n/e","n/e","8092","7805","7805"
"08.01.2022 04:00 - 08.01.2022 05:00","n/e","n/e","n/e","8350","8262","8262"
"08.01.2022 05:00 - 08.01.2022 06:00","n/e","n/e","n/e","8621","8926","8926"
"08.01.2022 06:00 - 08.01.2022 07:00","n/e","n/e","n/e","8890","9328","9328"
"08.01.2022 07:00 - 08.01.2022 08:00","n/e","n/e","n/e","9036","9189","9189"
"08.01.2022 08:00 - 08.01.2022 09:00","n/e","n/e","n/e","9208","9347","9343"
"08.01.2022 09:00 - 08.01.2022 10:00","n/e","n/e","n/e","9409","9573","9127"
"08.01.2022 10:00 - 08.01.2022 11:00","n/e","n/e","n/e","9268","9366","8634"
"08.01.2022 11:00 - 08.01.2022 12:00","n/e","n/e","n/e","9127","9177","8582"
"08.01.2022 12:00 - 08.01.2022 13:00","n/e","n/e","n/e","9013","9052","9284"
"08.01.2022 13:00 - 08.01.2022 14:00","n/e","n/e","n/e","9610","9673","10096"
"08.01.2022 14:00 - 08.01.2022 15:00","n/e","n/e","n/e","10230","10333","11248"
"08.01.2022 15:00 - 08.01.2022 16:00","n/e","n/e","n/e","10813","11004","11973"
"08.01.2022 16:00 - 08.01.2022 17:00","n/e","n/e","n/e","11559","11768","12058"
"08.01.2022 17:00 - 08.01.2022 18:00","n/e","n/e","n/e","12303","12594","12285"
"08.01.2022 18:00 - 08.01.2022 19:00","n/e","n/e","n/e","13000","13457","12897"
"08.01.2022 19:00 - 08.01.2022 20:00","n/e","n/e","n/e","13433","13956","14053"
"08.01.2022 20:00 - 08.01.2022 21:00","n/e","n/e","n/e","13801","14347","14348"
"08.01.2022 21:00 - 08.01.2022 22:00","n/e","n/e","n/e","14111","14651","14732"
"08.01.2022 22:00 - 08.01.2022 23:00","n/e","n/e","n/e","14375","14837","14713"
"08.01.2022 23:00 - 09.01.2022 00:00","n/e","n/e","n/e","14633","15006","15006"
"09.01.2022 00:00 - 09.01.2022 01:00","n/e","n/e","n/e","14902","15428","15428"
"09.01.2022 01:00 - 09.01.2022 02:00","n/e","n/e","n/e","15101","15636","15636"
"09.01.2022 02:00 - 09.01.2022 03:00","n/e","n/e","n/e","15379","15849","15849"
"09.01.2022 03:00 - 09.01.2022 04:00","n/e","n/e","n/e","15603","15678","15678"
"09.01.2022 04:00 - 09.01.2022 05:00","n/e","n/e","n/e","15653","15833","15833"
"09.01.2022 05:00 - 09.01.2022 06:00","n/e","n/e","n/e","15615","16078","16078"
"09.01.2022 06:00 - 09.01.2022 07:00","n/e","n/e","n/e","15520","15934","15934"
"09.01.2022 07:00 - 09.01.2022 08:00","n/e","n/e","n/e","15457","15483","15483"
"09.01.2022 08:00 - 09.01.2022 09:00","n/e","n/e","n/e","15471","15564","15437"
"09.01.2022 09:00 - 09.01.2022 10:00","n/e","n/e","n/e","15419","15776","14943"
"09.01.2022 10:00 - 09.01.2022 11:00","n/e","n/e","n/e","15333","15820","14865"
"09.01.2022 11:00 - 09.01.2022 12:00","n/e","n/e","n/e","15295","15848","14930"
"09.01.2022 12:00 - 09.01.2022 13:00","n/e","n/e","n/e","15551","16015","15046"
"09.01.2022 13:00 - 09.01.2022 14:00","n/e","n/e","n/e","16016","16291","16056"
"09.01.2022 14:00 - 09.01.2022 15:00","n/e","n/e","n/e","16353","16515","16614"
"09.01.2022 15:00 - 09.01.2022 16:00","n/e","n/e","n/e","16456","16596","16950"
"09.01.2022 16:00 - 09.01.2022 17:00","n/e","n/e","n/e","16382","16523","17065"
"09.01.2022 17:00 - 09.01.2022 18:00","n/e","n/e","n/e","16403","16538","17237"
"09.01.2022 18:00 - 09.01.2022 19:00","n/e","n/e","n/e","16444","16539","17021"
"09.01.2022 19:00 - 09.01.2022 20:00","n/e","n/e","n/e","16359","16275","16814"
"09.01.2022 20:00 - 09.01.2022 21:00","n/e","n/e","n/e","16179","16025","16567"
"09.01.2022 21:00 - 09.01.2022 22:00","n/e","n/e","n/e","16008","15789","16505"
"09.01.2022 22:00 - 09.01.2022 23:00","n/e","n/e","n/e","15777","15426","16230"
"09.01.2022 23:00 - 10.01.2022 00:00","n/e","n/e","n/e","15524","15250","16318"
"10.01.2022 00:00 - 10.01.2022 01:00","n/e","n/e","n/e","15333","15882","15882"
"10.01.2022 01:00 - 10.01.2022 02:00","n/e","n/e","n/e","14966","15194","15194"
"10.01.2022 02:00 - 10.01.2022 03:00","n/e","n/e","n/e","14662","15474","15474"
"10.01.2022 03:00 - 10.01.2022 04:00","n/e","n/e","n/e","14244","14726","14726"
"10.01.2022 04:00 - 10.01.2022 05:00","n/e","n/e","n/e","13875","14128","14128"
"10.01.2022 05:00 - 10.01.2022 06:00","n/e","n/e","n/e","13570","13508","13508"
"10.01.2022 06:00 - 10.01.2022 07:00","n/e","n/e","n/e","13256","13099","13099"
"10.01.2022 07:00 - 10.01.2022 08:00","n/e","n/e","n/e","12972","13147","13147"
"10.01.2022 08:00 - 10.01.2022 09:00","n/e","n/e","n/e","12653","12790","13020"
"10.01.2022 09:00 - 10.01.2022 10:00","n/e","n/e","n/e","12237","12428","12809"
"10.01.2022 10:00 - 10.01.2022 11:00","n/e","n/e","n/e","11850","11951","12825"
"10.01.2022 11:00 - 10.01.2022 12:00","n/e","n/e","n/e","11500","11471","12845"
"10.01.2022 12:00 - 10.01.2022 13:00","n/e","n/e","n/e","11322","11164","12546"
"10.01.2022 13:00 - 10.01.2022 14:00","n/e","n/e","n/e","11282","11037","12018"
"10.01.2022 14:00 - 10.01.2022 15:00","n/e","n/e","n/e","11287","10961","11997"
"10.01.2022 15:00 - 10.01.2022 16:00","n/e","n/e","n/e","11173","10928","11884"
"10.01.2022 16:00 - 10.01.2022 17:00","n/e","n/e","n/e","10949","10821","11721"
"10.01.2022 17:00 - 10.01.2022 18:00","n/e","n/e","n/e","10889","10792","11650"
"10.01.2022 18:00 - 10.01.2022 19:00","n/e","n/e","n/e","10943","10934","11614"
"10.01.2022 19:00 - 10.01.2022 20:00","n/e","n/e","n/e","10918","11012","11309"
"10.01.2022 20:00 - 10.01.2022 21:00","n/e","n/e","n/e","10832","10953","11055"
"10.01.2022 21:00 - 10.01.2022 22:00","n/e","n/e","n/e","10654","10723","10434"
"10.01.2022 22:00 - 10.01.2022 23:00","n/e","n/e","n/e","10450","10467","10673"
"10.01.2022 23:00 - 11.01.2022 00:00","n/e","n/e","n/e","10216","10261","10473"
"11.01.2022 00:00 - 11.01.2022 01:00","n/e","n/e","n/e","10115","9920","9920"
"11.01.2022 01:00 - 11.01.2022 02:00","n/e","n/e","n/e","9784","9591","9591"
"11.01.2022 02:00 - 11.01.2022 03:00","n/e","n/e","n/e","9497","9435","9435"
"11.01.2022 03:00 - 11.01.2022 04:00","n/e","n/e","n/e","9235","8847","8847"
"11.01.2022 04:00 - 11.01.2022 05:00","n/e","n/e","n/e","9041","8668","8668"
"11.01.2022 05:00 - 11.01.2022 06:00","n/e","n/e","n/e","8892","8524","8524"
"11.01.2022 06:00 - 11.01.2022 07:00","n/e","n/e","n/e","8777","8504","8504"
"11.01.2022 07:00 - 11.01.2022 08:00","n/e","n/e","n/e","8712","8673","8673"
"11.01.2022 08:00 - 11.01.2022 09:00","n/e","n/e","n/e","8687","8512","8541"
"11.01.2022 09:00 - 11.01.2022 10:00","n/e","n/e","n/e","8647","8457","8524"
"11.01.2022 10:00 - 11.01.2022 11:00","n/e","n/e","n/e","8790","8790","8674"
"11.01.2022 11:00 - 11.01.2022 12:00","n/e","n/e","n/e","9086","9105","8909"
"11.01.2022 12:00 - 11.01.2022 13:00","n/e","n/e","n/e","9515","9577","9051"
"11.01.2022 13:00 - 11.01.2022 14:00","n/e","n/e","n/e","9820","9702","9622"
"11.01.2022 14:00 - 11.01.2022 15:00","n/e","n/e","n/e","10042","9901","10142"
"11.01.2022 15:00 - 11.01.2022 16:00","n/e","n/e","n/e","10120","10011","10471"
"11.01.2022 16:00 - 11.01.2022 17:00","n/e","n/e","n/e","10094","9842","10704"
"11.01.2022 17:00 - 11.01.2022 18:00","n/e","n/e","n/e","10087","9849","10598"
"11.01.2022 18:00 - 11.01.2022 19:00","n/e","n/e","n/e","10238","9897","10995"
"11.01.2022 19:00 - 11.01.2022 20:00","n/e","n/e","n/e","10495","10288","11320"
"11.01.2022 20:00 - 11.01.2022 21:00","n/e","n/e","n/e","10761","10709","11673"
"11.01.2022 21:00 - 11.01.2022 22:00","n/e","n/e","n/e","10982","11007","11913"
"11.01.2022 22:00 - 11.01.2022 23:00","n/e","n/e","n/e","11056","11171","11986"
"11.01.2022 23:00 - 12.01.2022 00:00","n/e","n/e","n/e","10974","10976","12013"
"12.01.2022 00:00 - 12.01.2022 01:00","n/e","n/e","n/e","11230","11887","11887"
"12.01.2022 01:00 - 12.01.2022 02:00","n/e","n/e","n/e","10948","11616","11616"
"12.01.2022 02:00 - 12.01.2022 03:00","n/e","n/e","n/e","10695","11063","11063"
"12.01.2022 03:00 - 12.01.2022 04:00","n/e","n/e","n/e","10367","10643","10643"
"12.01.2022 04:00 - 12.01.2022 05:00","n/e","n/e","n/e","10265","11150","11150"
"12.01.2022 05:00 - 12.01.2022 06:00","n/e","n/e","n/e","10227","11423","11423"
"12.01.2022 06:00 - 12.01.2022 07:00","n/e","n/e","n/e","10198","11587","11587"
"12.01.2022 07:00 - 12.01.2022 08:00","n/e","n/e","n/e","10148","11591","11591"
"12.01.2022 08:00 - 12.01.2022 09:00","n/e","n/e","n/e","10061","11404","11606"
"12.01.2022 09:00 - 12.01.2022 10:00","n/e","n/e","n/e","10008","11334","11882"
"12.01.2022 10:00 - 12.01.2022 11:00","n/e","n/e","n/e","9638","10627","11186"
"12.01.2022 11:00 - 12.01.2022 12:00","n/e","n/e","n/e","9243","9991","10889"
"12.01.2022 12:00 - 12.01.2022 13:00","n/e","n/e","n/e","9062","9545","11005"
"12.01.2022 13:00 - 12.01.2022 14:00","n/e","n/e","n/e","9101","9386","10253"
"12.01.2022 14:00 - 12.01.2022 15:00","n/e","n/e","n/e","9087","9413","10083"
"12.01.2022 15:00 - 12.01.2022 16:00","n/e","n/e","n/e","9075","9473","10290"
"12.01.2022 16:00 - 12.01.2022 17:00","n/e","n/e","n/e","9088","9467","10258"
"12.01.2022 17:00 - 12.01.2022 18:00","n/e","n/e","n/e","9181","9541","9915"
"12.01.2022 18:00 - 12.01.2022 19:00","n/e","n/e","n/e","9365","9808","9850"
"12.01.2022 19:00 - 12.01.2022 20:00","n/e","n/e","n/e","9455","9878","10088"
"12.01.2022 20:00 - 12.01.2022 21:00","n/e","n/e","n/e","9254","9678","10014"
"12.01.2022 21:00 - 12.01.2022 22:00","n/e","n/e","n/e","8853","9270","10018"
"12.01.2022 22:00 - 12.01.2022 23:00","n/e","n/e","n/e","8342","8704","9945"
"12.01.2022 23:00 - 13.01.2022 00:00","n/e","n/e","n/e","7775","8145","9400"
"13.01.2022 00:00 - 13.01.2022 01:00","n/e","n/e","n/e","8147","8491","8491"
"13.01.2022 01:00 - 13.01.2022 02:00","n/e","n/e","n/e","7506","7583","7583"
