"MTU (CET/CEST)","Generation - Wind Offshore [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore [MW] Intraday / BZN|ES","Generation - Wind Offshore [MW] Current / BZN|ES","Generation - Wind Onshore [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore [MW] Intraday / BZN|ES","Generation - Wind Onshore [MW] Current / BZN|ES"
"23.06.2022 06:30 - 23.06.2022 06:45","n/e","n/e","n/e","2301","2659","2659"
"23.06.2022 06:45 - 23.06.2022 07:00","n/e","n/e","n/e","2273","2643","2643"
"23.06.2022 07:00 - 23.06.2022 07:15","n/e","n/e","n/e","2251","2835","2835"
"23.06.2022 07:15 - 23.06.2022 07:30","n/e","n/e","n/e","2217","2791","2791"
"23.06.2022 07:30 - 23.06.2022 07:45","n/e","n/e","n/e","2179","2745","2745"
"23.06.2022 07:45 - 23.06.2022 08:00","n/e","n/e","n/e","2139","2701","2701"
"23.06.2022 08:00 - 23.06.2022 08:15","n/e","n/e","n/e","2081","2740","2740"
"23.06.2022 08:15 - 23.06.2022 08:30","n/e","n/e","n/e","2058","2714","2714"
"23.06.2022 08:30 - 23.06.2022 08:45","n/e","n/e","n/e","2050","2693","2693"
"23.06.2022 08:45 - 23.06.2022 09:00","n/e","n/e","n/e","2058","2678","2678"
"23.06.2022 09:00 - 23.06.2022 09:15","n/e","n/e","n/e","2052","2645","2474"
"23.06.2022 09:15 - 23.06.2022 09:30","n/e","n/e","n/e","2092","2656","2499"
"23.06.2022 09:30 - 23.06.2022 09:45","n/e","n/e","n/e","2147","2685","2540"
"23.06.2022 09:45 - 23.06.2022 10:00","n/e","n/e","n/e","2218","2731","2597"
"23.06.2022 10:00 - 23.06.2022 10:15","n/e","n/e","n/e","2282","2766","2492"
"23.06.2022 10:15 - 23.06.2022 10:30","n/e","n/e","n/e","2381","2840","2592"
"23.06.2022 10:30 - 23.06.2022 10:45","n/e","n/e","n/e","2492","2928","2704"
"23.06.2022 10:45 - 23.06.2022 11:00","n/e","n/e","n/e","2617","3031","2824"
"23.06.2022 11:00 - 23.06.2022 11:15","n/e","n/e","n/e","2746","3122","2938"
"23.06.2022 11:15 - 23.06.2022 11:30","n/e","n/e","n/e","2890","3264","3067"
"23.06.2022 11:30 - 23.06.2022 11:45","n/e","n/e","n/e","3043","3427","3199"
"23.06.2022 11:45 - 23.06.2022 12:00","n/e","n/e","n/e","3207","3609","3338"
"23.06.2022 12:00 - 23.06.2022 12:15","n/e","n/e","n/e","3372","3812","3311"
"23.06.2022 12:15 - 23.06.2022 12:30","n/e","n/e","n/e","3568","4013","3466"
"23.06.2022 12:30 - 23.06.2022 12:45","n/e","n/e","n/e","3783","4216","3627"
"23.06.2022 12:45 - 23.06.2022 13:00","n/e","n/e","n/e","4013","4420","3797"
"23.06.2022 13:00 - 23.06.2022 13:15","n/e","n/e","n/e","4277","4641","3994"
"23.06.2022 13:15 - 23.06.2022 13:30","n/e","n/e","n/e","4521","4853","4197"
"23.06.2022 13:30 - 23.06.2022 13:45","n/e","n/e","n/e","4765","5071","4409"
"23.06.2022 13:45 - 23.06.2022 14:00","n/e","n/e","n/e","5006","5291","4628"
"23.06.2022 14:00 - 23.06.2022 14:15","n/e","n/e","n/e","5278","5533","4931"
"23.06.2022 14:15 - 23.06.2022 14:30","n/e","n/e","n/e","5508","5754","5140"
"23.06.2022 14:30 - 23.06.2022 14:45","n/e","n/e","n/e","5730","5972","5353"
"23.06.2022 14:45 - 23.06.2022 15:00","n/e","n/e","n/e","5946","6191","5575"
"23.06.2022 15:00 - 23.06.2022 15:15","n/e","n/e","n/e","6179","6420","5728"
"23.06.2022 15:15 - 23.06.2022 15:30","n/e","n/e","n/e","6390","6648","5958"
"23.06.2022 15:30 - 23.06.2022 15:45","n/e","n/e","n/e","6599","6883","6184"
"23.06.2022 15:45 - 23.06.2022 16:00","n/e","n/e","n/e","6796","7113","6402"
"23.06.2022 16:00 - 23.06.2022 16:15","n/e","n/e","n/e","7050","7410","6505"
"23.06.2022 16:15 - 23.06.2022 16:30","n/e","n/e","n/e","7190","7588","6662"
"23.06.2022 16:30 - 23.06.2022 16:45","n/e","n/e","n/e","7287","7720","6803"
"23.06.2022 16:45 - 23.06.2022 17:00","n/e","n/e","n/e","7354","7812","6930"
"23.06.2022 17:00 - 23.06.2022 17:15","n/e","n/e","n/e","7393","7909","7218"
"23.06.2022 17:15 - 23.06.2022 17:30","n/e","n/e","n/e","7450","7951","7348"
"23.06.2022 17:30 - 23.06.2022 17:45","n/e","n/e","n/e","7524","7980","7469"
"23.06.2022 17:45 - 23.06.2022 18:00","n/e","n/e","n/e","7612","8003","7572"
"23.06.2022 18:00 - 23.06.2022 18:15","n/e","n/e","n/e","7722","8024","7932"
"23.06.2022 18:15 - 23.06.2022 18:30","n/e","n/e","n/e","7813","8044","7968"
"23.06.2022 18:30 - 23.06.2022 18:45","n/e","n/e","n/e","7891","8064","7985"
"23.06.2022 18:45 - 23.06.2022 19:00","n/e","n/e","n/e","7941","8074","7977"
"23.06.2022 19:00 - 23.06.2022 19:15","n/e","n/e","n/e","8079","8141","8329"
"23.06.2022 19:15 - 23.06.2022 19:30","n/e","n/e","n/e","8019","8089","8244"
"23.06.2022 19:30 - 23.06.2022 19:45","n/e","n/e","n/e","7881","7990","8132"
"23.06.2022 19:45 - 23.06.2022 20:00","n/e","n/e","n/e","7680","7851","7995"
"23.06.2022 20:00 - 23.06.2022 20:15","n/e","n/e","n/e","7486","7715","8292"
"23.06.2022 20:15 - 23.06.2022 20:30","n/e","n/e","n/e","7213","7531","8086"
"23.06.2022 20:30 - 23.06.2022 20:45","n/e","n/e","n/e","6932","7340","7863"
"23.06.2022 20:45 - 23.06.2022 21:00","n/e","n/e","n/e","6653","7146","7628"
"23.06.2022 21:00 - 23.06.2022 21:15","n/e","n/e","n/e","6362","6956","7661"
"23.06.2022 21:15 - 23.06.2022 21:30","n/e","n/e","n/e","6112","6761","7411"
"23.06.2022 21:30 - 23.06.2022 21:45","n/e","n/e","n/e","5886","6568","7169"
"23.06.2022 21:45 - 23.06.2022 22:00","n/e","n/e","n/e","5686","6385","6938"
"23.06.2022 22:00 - 23.06.2022 22:15","n/e","n/e","n/e","5475","6175","6525"
"23.06.2022 22:15 - 23.06.2022 22:30","n/e","n/e","n/e","5325","6036","6425"
"23.06.2022 22:30 - 23.06.2022 22:45","n/e","n/e","n/e","5196","5928","6349"
"23.06.2022 22:45 - 23.06.2022 23:00","n/e","n/e","n/e","5088","5845","6289"
"23.06.2022 23:00 - 23.06.2022 23:15","n/e","n/e","n/e","4974","5766","5805"
"23.06.2022 23:15 - 23.06.2022 23:30","n/e","n/e","n/e","4896","5709","5757"
"23.06.2022 23:30 - 23.06.2022 23:45","n/e","n/e","n/e","4828","5655","5715"
"23.06.2022 23:45 - 24.06.2022 00:00","n/e","n/e","n/e","4771","5604","5685"
"24.06.2022 00:00 - 24.06.2022 00:15","n/e","n/e","n/e","5014","5500","5500"
"24.06.2022 00:15 - 24.06.2022 00:30","n/e","n/e","n/e","5038","5495","5495"
"24.06.2022 00:30 - 24.06.2022 00:45","n/e","n/e","n/e","5092","5492","5492"
"24.06.2022 00:45 - 24.06.2022 01:00","n/e","n/e","n/e","5160","5503","5503"
"24.06.2022 01:00 - 24.06.2022 01:15","n/e","n/e","n/e","5271","5731","5731"
"24.06.2022 01:15 - 24.06.2022 01:30","n/e","n/e","n/e","5317","5757","5757"
"24.06.2022 01:30 - 24.06.2022 01:45","n/e","n/e","n/e","5333","5785","5785"
"24.06.2022 01:45 - 24.06.2022 02:00","n/e","n/e","n/e","5329","5813","5813"
"24.06.2022 02:00 - 24.06.2022 02:15","n/e","n/e","n/e","5290","6171","6171"
"24.06.2022 02:15 - 24.06.2022 02:30","n/e","n/e","n/e","5298","6174","6174"
"24.06.2022 02:30 - 24.06.2022 02:45","n/e","n/e","n/e","5331","6170","6170"
"24.06.2022 02:45 - 24.06.2022 03:00","n/e","n/e","n/e","5382","6163","6163"
"24.06.2022 03:00 - 24.06.2022 03:15","n/e","n/e","n/e","5468","6691","6691"
"24.06.2022 03:15 - 24.06.2022 03:30","n/e","n/e","n/e","5505","6671","6671"
"24.06.2022 03:30 - 24.06.2022 03:45","n/e","n/e","n/e","5516","6649","6649"
"24.06.2022 03:45 - 24.06.2022 04:00","n/e","n/e","n/e","5505","6624","6624"
"24.06.2022 04:00 - 24.06.2022 04:15","n/e","n/e","n/e","5488","6752","6752"
"24.06.2022 04:15 - 24.06.2022 04:30","n/e","n/e","n/e","5456","6720","6720"
"24.06.2022 04:30 - 24.06.2022 04:45","n/e","n/e","n/e","5424","6687","6687"
"24.06.2022 04:45 - 24.06.2022 05:00","n/e","n/e","n/e","5395","6657","6657"
"24.06.2022 05:00 - 24.06.2022 05:15","n/e","n/e","n/e","5357","6432","6432"
"24.06.2022 05:15 - 24.06.2022 05:30","n/e","n/e","n/e","5340","6419","6419"
"24.06.2022 05:30 - 24.06.2022 05:45","n/e","n/e","n/e","5332","6403","6403"
"24.06.2022 05:45 - 24.06.2022 06:00","n/e","n/e","n/e","5328","6386","6386"
"24.06.2022 06:00 - 24.06.2022 06:15","n/e","n/e","n/e","5331","6229","6229"
"24.06.2022 06:15 - 24.06.2022 06:30","n/e","n/e","n/e","5330","6183","6183"
"24.06.2022 06:30 - 24.06.2022 06:45","n/e","n/e","n/e","5325","6128","6128"
"24.06.2022 06:45 - 24.06.2022 07:00","n/e","n/e","n/e","5316","6075","6075"
"24.06.2022 07:00 - 24.06.2022 07:15","n/e","n/e","n/e","5312","6166","6166"
"24.06.2022 07:15 - 24.06.2022 07:30","n/e","n/e","n/e","5292","6108","6108"
"24.06.2022 07:30 - 24.06.2022 07:45","n/e","n/e","n/e","5265","6039","6039"
"24.06.2022 07:45 - 24.06.2022 08:00","n/e","n/e","n/e","5237","5970","5970"
"24.06.2022 08:00 - 24.06.2022 08:15","n/e","n/e","n/e","5194","5944","5944"
"24.06.2022 08:15 - 24.06.2022 08:30","n/e","n/e","n/e","5176","5917","5917"
"24.06.2022 08:30 - 24.06.2022 08:45","n/e","n/e","n/e","5170","5892","5892"
"24.06.2022 08:45 - 24.06.2022 09:00","n/e","n/e","n/e","5175","5871","5871"
"24.06.2022 09:00 - 24.06.2022 09:15","n/e","n/e","n/e","5173","5834","5499"
"24.06.2022 09:15 - 24.06.2022 09:30","n/e","n/e","n/e","5198","5834","5525"
"24.06.2022 09:30 - 24.06.2022 09:45","n/e","n/e","n/e","5232","5848","5556"
"24.06.2022 09:45 - 24.06.2022 10:00","n/e","n/e","n/e","5273","5872","5589"
"24.06.2022 10:00 - 24.06.2022 10:15","n/e","n/e","n/e","5316","5907","5507"
"24.06.2022 10:15 - 24.06.2022 10:30","n/e","n/e","n/e","5362","5932","5556"
"24.06.2022 10:30 - 24.06.2022 10:45","n/e","n/e","n/e","5409","5949","5602"
"24.06.2022 10:45 - 24.06.2022 11:00","n/e","n/e","n/e","5455","5963","5646"
"24.06.2022 11:00 - 24.06.2022 11:15","n/e","n/e","n/e","5505","5963","5776"
"24.06.2022 11:15 - 24.06.2022 11:30","n/e","n/e","n/e","5546","5987","5822"
"24.06.2022 11:30 - 24.06.2022 11:45","n/e","n/e","n/e","5584","6023","5868"
"24.06.2022 11:45 - 24.06.2022 12:00","n/e","n/e","n/e","5621","6066","5918"
"24.06.2022 12:00 - 24.06.2022 12:15","n/e","n/e","n/e","5652","6125","6369"
"24.06.2022 12:15 - 24.06.2022 12:30","n/e","n/e","n/e","5692","6158","6398"
"24.06.2022 12:30 - 24.06.2022 12:45","n/e","n/e","n/e","5735","6178","6427"
"24.06.2022 12:45 - 24.06.2022 13:00","n/e","n/e","n/e","5781","6190","6459"
"24.06.2022 13:00 - 24.06.2022 13:15","n/e","n/e","n/e","5831","6180","6867"
"24.06.2022 13:15 - 24.06.2022 13:30","n/e","n/e","n/e","5878","6207","6903"
"24.06.2022 13:30 - 24.06.2022 13:45","n/e","n/e","n/e","5924","6254","6937"
"24.06.2022 13:45 - 24.06.2022 14:00","n/e","n/e","n/e","5967","6313","6966"
"24.06.2022 14:00 - 24.06.2022 14:15","n/e","n/e","n/e","6017","6392","6801"
"24.06.2022 14:15 - 24.06.2022 14:30","n/e","n/e","n/e","6052","6449","6855"
"24.06.2022 14:30 - 24.06.2022 14:45","n/e","n/e","n/e","6081","6494","6910"
"24.06.2022 14:45 - 24.06.2022 15:00","n/e","n/e","n/e","6107","6529","6962"
"24.06.2022 15:00 - 24.06.2022 15:15","n/e","n/e","n/e","6130","6559","6444"
"24.06.2022 15:15 - 24.06.2022 15:30","n/e","n/e","n/e","6154","6590","6518"
"24.06.2022 15:30 - 24.06.2022 15:45","n/e","n/e","n/e","6181","6624","6574"
"24.06.2022 15:45 - 24.06.2022 16:00","n/e","n/e","n/e","6208","6656","6614"
"24.06.2022 16:00 - 24.06.2022 16:15","n/e","n/e","n/e","6244","6716","6400"
"24.06.2022 16:15 - 24.06.2022 16:30","n/e","n/e","n/e","6265","6718","6433"
"24.06.2022 16:30 - 24.06.2022 16:45","n/e","n/e","n/e","6279","6694","6446"
"24.06.2022 16:45 - 24.06.2022 17:00","n/e","n/e","n/e","6284","6651","6440"
"24.06.2022 17:00 - 24.06.2022 17:15","n/e","n/e","n/e","6305","6598","5959"
"24.06.2022 17:15 - 24.06.2022 17:30","n/e","n/e","n/e","6286","6544","5952"
"24.06.2022 17:30 - 24.06.2022 17:45","n/e","n/e","n/e","6253","6494","5931"
"24.06.2022 17:45 - 24.06.2022 18:00","n/e","n/e","n/e","6208","6449","5901"
"24.06.2022 18:00 - 24.06.2022 18:15","n/e","n/e","n/e","6161","6412","5627"
"24.06.2022 18:15 - 24.06.2022 18:30","n/e","n/e","n/e","6105","6365","5590"
"24.06.2022 18:30 - 24.06.2022 18:45","n/e","n/e","n/e","6048","6313","5547"
"24.06.2022 18:45 - 24.06.2022 19:00","n/e","n/e","n/e","5994","6253","5498"
"24.06.2022 19:00 - 24.06.2022 19:15","n/e","n/e","n/e","5935","6209","5464"
"24.06.2022 19:15 - 24.06.2022 19:30","n/e","n/e","n/e","5889","6127","5394"
"24.06.2022 19:30 - 24.06.2022 19:45","n/e","n/e","n/e","5847","6033","5320"
"24.06.2022 19:45 - 24.06.2022 20:00","n/e","n/e","n/e","5806","5930","5243"
"24.06.2022 20:00 - 24.06.2022 20:15","n/e","n/e","n/e","5787","5825","5060"
"24.06.2022 20:15 - 24.06.2022 20:30","n/e","n/e","n/e","5724","5713","4983"
"24.06.2022 20:30 - 24.06.2022 20:45","n/e","n/e","n/e","5642","5601","4908"
"24.06.2022 20:45 - 24.06.2022 21:00","n/e","n/e","n/e","5548","5493","4833"
"24.06.2022 21:00 - 24.06.2022 21:15","n/e","n/e","n/e","5442","5378","4591"
"24.06.2022 21:15 - 24.06.2022 21:30","n/e","n/e","n/e","5347","5283","4508"
"24.06.2022 21:30 - 24.06.2022 21:45","n/e","n/e","n/e","5261","5196","4424"
"24.06.2022 21:45 - 24.06.2022 22:00","n/e","n/e","n/e","5182","5117","4341"
"24.06.2022 22:00 - 24.06.2022 22:15","n/e","n/e","n/e","5110","5042","3900"
"24.06.2022 22:15 - 24.06.2022 22:30","n/e","n/e","n/e","5038","4969","3851"
"24.06.2022 22:30 - 24.06.2022 22:45","n/e","n/e","n/e","4964","4897","3804"
"24.06.2022 22:45 - 24.06.2022 23:00","n/e","n/e","n/e","4887","4825","3756"
"24.06.2022 23:00 - 24.06.2022 23:15","n/e","n/e","n/e","4816","4755","3599"
"24.06.2022 23:15 - 24.06.2022 23:30","n/e","n/e","n/e","4735","4680","3533"
"24.06.2022 23:30 - 24.06.2022 23:45","n/e","n/e","n/e","4652","4603","3461"
"24.06.2022 23:45 - 25.06.2022 00:00","n/e","n/e","n/e","4566","4527","3383"
"25.06.2022 00:00 - 25.06.2022 00:15","n/e","n/e","n/e","3916","3287","3287"
"25.06.2022 00:15 - 25.06.2022 00:30","n/e","n/e","n/e","3837","3193","3193"
"25.06.2022 00:30 - 25.06.2022 00:45","n/e","n/e","n/e","3770","3098","3098"
"25.06.2022 00:45 - 25.06.2022 01:00","n/e","n/e","n/e","3713","3012","3012"
"25.06.2022 01:00 - 25.06.2022 01:15","n/e","n/e","n/e","3658","2886","2886"
"25.06.2022 01:15 - 25.06.2022 01:30","n/e","n/e","n/e","3611","2828","2828"
"25.06.2022 01:30 - 25.06.2022 01:45","n/e","n/e","n/e","3565","2782","2782"
"25.06.2022 01:45 - 25.06.2022 02:00","n/e","n/e","n/e","3522","2750","2750"
"25.06.2022 02:00 - 25.06.2022 02:15","n/e","n/e","n/e","3468","2655","2655"
"25.06.2022 02:15 - 25.06.2022 02:30","n/e","n/e","n/e","3440","2650","2650"
"25.06.2022 02:30 - 25.06.2022 02:45","n/e","n/e","n/e","3422","2655","2655"
"25.06.2022 02:45 - 25.06.2022 03:00","n/e","n/e","n/e","3413","2668","2668"
"25.06.2022 03:00 - 25.06.2022 03:15","n/e","n/e","n/e","3405","2671","2671"
"25.06.2022 03:15 - 25.06.2022 03:30","n/e","n/e","n/e","3406","2692","2692"
"25.06.2022 03:30 - 25.06.2022 03:45","n/e","n/e","n/e","3409","2718","2718"
"25.06.2022 03:45 - 25.06.2022 04:00","n/e","n/e","n/e","3414","2747","2747"
"25.06.2022 04:00 - 25.06.2022 04:15","n/e","n/e","n/e","3416","2835","2835"
"25.06.2022 04:15 - 25.06.2022 04:30","n/e","n/e","n/e","3423","2866","2866"
"25.06.2022 04:30 - 25.06.2022 04:45","n/e","n/e","n/e","3432","2904","2904"
"25.06.2022 04:45 - 25.06.2022 05:00","n/e","n/e","n/e","3443","2946","2946"
"25.06.2022 05:00 - 25.06.2022 05:15","n/e","n/e","n/e","3451","3136","3136"
"25.06.2022 05:15 - 25.06.2022 05:30","n/e","n/e","n/e","3467","3174","3174"
"25.06.2022 05:30 - 25.06.2022 05:45","n/e","n/e","n/e","3486","3212","3212"
"25.06.2022 05:45 - 25.06.2022 06:00","n/e","n/e","n/e","3507","3248","3248"
"25.06.2022 06:00 - 25.06.2022 06:15","n/e","n/e","n/e","3532","3206","3206"
"25.06.2022 06:15 - 25.06.2022 06:30","n/e","n/e","n/e","3552","3242","3242"
"25.06.2022 06:30 - 25.06.2022 06:45","n/e","n/e","n/e","3570","3276","3276"
"25.06.2022 06:45 - 25.06.2022 07:00","n/e","n/e","n/e","3581","3304","3304"
"25.06.2022 07:00 - 25.06.2022 07:15","n/e","n/e","n/e","3608","3498","3498"
"25.06.2022 07:15 - 25.06.2022 07:30","n/e","n/e","n/e","3599","3490","3490"
"25.06.2022 07:30 - 25.06.2022 07:45","n/e","n/e","n/e","3575","3471","3471"
"25.06.2022 07:45 - 25.06.2022 08:00","n/e","n/e","n/e","3541","3442","3442"
"25.06.2022 08:00 - 25.06.2022 08:15","n/e","n/e","n/e","3502","3213","3213"
"25.06.2022 08:15 - 25.06.2022 08:30","n/e","n/e","n/e","3459","3185","3185"
"25.06.2022 08:30 - 25.06.2022 08:45","n/e","n/e","n/e","3419","3143","3143"
"25.06.2022 08:45 - 25.06.2022 09:00","n/e","n/e","n/e","3382","3095","3095"
"25.06.2022 09:00 - 25.06.2022 09:15","n/e","n/e","n/e","3336","3031","2658"
"25.06.2022 09:15 - 25.06.2022 09:30","n/e","n/e","n/e","3309","2986","2628"
"25.06.2022 09:30 - 25.06.2022 09:45","n/e","n/e","n/e","3289","2950","2606"
"25.06.2022 09:45 - 25.06.2022 10:00","n/e","n/e","n/e","3284","2932","2599"
"25.06.2022 10:00 - 25.06.2022 10:15","n/e","n/e","n/e","3238","2873","2311"
"25.06.2022 10:15 - 25.06.2022 10:30","n/e","n/e","n/e","3288","2912","2385"
"25.06.2022 10:30 - 25.06.2022 10:45","n/e","n/e","n/e","3375","2988","2486"
"25.06.2022 10:45 - 25.06.2022 11:00","n/e","n/e","n/e","3495","3100","2611"
"25.06.2022 11:00 - 25.06.2022 11:15","n/e","n/e","n/e","3617","3206","2534"
"25.06.2022 11:15 - 25.06.2022 11:30","n/e","n/e","n/e","3782","3372","2704"
"25.06.2022 11:30 - 25.06.2022 11:45","n/e","n/e","n/e","3961","3559","2894"
"25.06.2022 11:45 - 25.06.2022 12:00","n/e","n/e","n/e","4154","3763","3101"
"25.06.2022 12:00 - 25.06.2022 12:15","n/e","n/e","n/e","4357","3991","3307"
"25.06.2022 12:15 - 25.06.2022 12:30","n/e","n/e","n/e","4577","4222","3535"
"25.06.2022 12:30 - 25.06.2022 12:45","n/e","n/e","n/e","4811","4460","3767"
"25.06.2022 12:45 - 25.06.2022 13:00","n/e","n/e","n/e","5048","4695","4001"
"25.06.2022 13:00 - 25.06.2022 13:15","n/e","n/e","n/e","5342","4992","4651"
"25.06.2022 13:15 - 25.06.2022 13:30","n/e","n/e","n/e","5550","5186","4840"
"25.06.2022 13:30 - 25.06.2022 13:45","n/e","n/e","n/e","5727","5343","5013"
"25.06.2022 13:45 - 25.06.2022 14:00","n/e","n/e","n/e","5878","5472","5174"
"25.06.2022 14:00 - 25.06.2022 14:15","n/e","n/e","n/e","6033","5593","5249"
"25.06.2022 14:15 - 25.06.2022 14:30","n/e","n/e","n/e","6157","5704","5399"
"25.06.2022 14:30 - 25.06.2022 14:45","n/e","n/e","n/e","6280","5823","5537"
"25.06.2022 14:45 - 25.06.2022 15:00","n/e","n/e","n/e","6399","5946","5662"
"25.06.2022 15:00 - 25.06.2022 15:15","n/e","n/e","n/e","6533","6085","5659"
"25.06.2022 15:15 - 25.06.2022 15:30","n/e","n/e","n/e","6642","6209","5775"
"25.06.2022 15:30 - 25.06.2022 15:45","n/e","n/e","n/e","6743","6325","5871"
"25.06.2022 15:45 - 25.06.2022 16:00","n/e","n/e","n/e","6833","6430","5948"
"25.06.2022 16:00 - 25.06.2022 16:15","n/e","n/e","n/e","6940","6563","6043"
"25.06.2022 16:15 - 25.06.2022 16:30","n/e","n/e","n/e","7004","6632","6094"
"25.06.2022 16:30 - 25.06.2022 16:45","n/e","n/e","n/e","7053","6677","6131"
"25.06.2022 16:45 - 25.06.2022 17:00","n/e","n/e","n/e","7089","6707","6160"
"25.06.2022 17:00 - 25.06.2022 17:15","n/e","n/e","n/e","7124","6721","6104"
"25.06.2022 17:15 - 25.06.2022 17:30","n/e","n/e","n/e","7148","6745","6134"
"25.06.2022 17:30 - 25.06.2022 17:45","n/e","n/e","n/e","7172","6779","6165"
"25.06.2022 17:45 - 25.06.2022 18:00","n/e","n/e","n/e","7196","6822","6199"
"25.06.2022 18:00 - 25.06.2022 18:15","n/e","n/e","n/e","7222","6868","6079"
"25.06.2022 18:15 - 25.06.2022 18:30","n/e","n/e","n/e","7246","6922","6114"
"25.06.2022 18:30 - 25.06.2022 18:45","n/e","n/e","n/e","7270","6978","6148"
"25.06.2022 18:45 - 25.06.2022 19:00","n/e","n/e","n/e","7289","7026","6178"
"25.06.2022 19:00 - 25.06.2022 19:15","n/e","n/e","n/e","7327","7114","6221"
"25.06.2022 19:15 - 25.06.2022 19:30","n/e","n/e","n/e","7326","7119","6262"
"25.06.2022 19:30 - 25.06.2022 19:45","n/e","n/e","n/e","7310","7091","6301"
"25.06.2022 19:45 - 25.06.2022 20:00","n/e","n/e","n/e","7281","7037","6332"
"25.06.2022 20:00 - 25.06.2022 20:15","n/e","n/e","n/e","7254","6975","6368"
"25.06.2022 20:15 - 25.06.2022 20:30","n/e","n/e","n/e","7207","6894","6347"
"25.06.2022 20:30 - 25.06.2022 20:45","n/e","n/e","n/e","7156","6813","6323"
"25.06.2022 20:45 - 25.06.2022 21:00","n/e","n/e","n/e","7102","6740","6299"
"25.06.2022 21:00 - 25.06.2022 21:15","n/e","n/e","n/e","7044","6642","6577"
"25.06.2022 21:15 - 25.06.2022 21:30","n/e","n/e","n/e","6994","6601","6564"
"25.06.2022 21:30 - 25.06.2022 21:45","n/e","n/e","n/e","6948","6582","6552"
"25.06.2022 21:45 - 25.06.2022 22:00","n/e","n/e","n/e","6903","6578","6538"
"25.06.2022 22:00 - 25.06.2022 22:15","n/e","n/e","n/e","6871","6596","6621"
"25.06.2022 22:15 - 25.06.2022 22:30","n/e","n/e","n/e","6819","6591","6583"
"25.06.2022 22:30 - 25.06.2022 22:45","n/e","n/e","n/e","6757","6571","6537"
"25.06.2022 22:45 - 25.06.2022 23:00","n/e","n/e","n/e","6684","6533","6483"
"25.06.2022 23:00 - 25.06.2022 23:15","n/e","n/e","n/e","6625","6520","6491"
"25.06.2022 23:15 - 25.06.2022 23:30","n/e","n/e","n/e","6530","6438","6437"
"25.06.2022 23:30 - 25.06.2022 23:45","n/e","n/e","n/e","6424","6333","6369"
"25.06.2022 23:45 - 26.06.2022 00:00","n/e","n/e","n/e","6311","6212","6289"
"26.06.2022 00:00 - 26.06.2022 00:15","n/e","n/e","n/e","5882","6363","6363"
"26.06.2022 00:15 - 26.06.2022 00:30","n/e","n/e","n/e","5790","6267","6267"
"26.06.2022 00:30 - 26.06.2022 00:45","n/e","n/e","n/e","5709","6172","6172"
"26.06.2022 00:45 - 26.06.2022 01:00","n/e","n/e","n/e","5634","6073","6073"
"26.06.2022 01:00 - 26.06.2022 01:15","n/e","n/e","n/e","5572","6225","6225"
"26.06.2022 01:15 - 26.06.2022 01:30","n/e","n/e","n/e","5495","6072","6072"
"26.06.2022 01:30 - 26.06.2022 01:45","n/e","n/e","n/e","5410","5928","5928"
"26.06.2022 01:45 - 26.06.2022 02:00","n/e","n/e","n/e","5318","5790","5790"
"26.06.2022 02:00 - 26.06.2022 02:15","n/e","n/e","n/e","5231","5895","5895"
"26.06.2022 02:15 - 26.06.2022 02:30","n/e","n/e","n/e","5129","5744","5744"
"26.06.2022 02:30 - 26.06.2022 02:45","n/e","n/e","n/e","5025","5599","5599"
"26.06.2022 02:45 - 26.06.2022 03:00","n/e","n/e","n/e","4919","5459","5459"
"26.06.2022 03:00 - 26.06.2022 03:15","n/e","n/e","n/e","4813","5373","5373"
"26.06.2022 03:15 - 26.06.2022 03:30","n/e","n/e","n/e","4711","5256","5256"
"26.06.2022 03:30 - 26.06.2022 03:45","n/e","n/e","n/e","4612","5150","5150"
"26.06.2022 03:45 - 26.06.2022 04:00","n/e","n/e","n/e","4516","5049","5049"
"26.06.2022 04:00 - 26.06.2022 04:15","n/e","n/e","n/e","4424","4750","4750"
"26.06.2022 04:15 - 26.06.2022 04:30","n/e","n/e","n/e","4333","4667","4667"
"26.06.2022 04:30 - 26.06.2022 04:45","n/e","n/e","n/e","4243","4589","4589"
"26.06.2022 04:45 - 26.06.2022 05:00","n/e","n/e","n/e","4154","4516","4516"
"26.06.2022 05:00 - 26.06.2022 05:15","n/e","n/e","n/e","4070","4237","4237"
"26.06.2022 05:15 - 26.06.2022 05:30","n/e","n/e","n/e","3981","4144","4144"
"26.06.2022 05:30 - 26.06.2022 05:45","n/e","n/e","n/e","3891","4057","4057"
"26.06.2022 05:45 - 26.06.2022 06:00","n/e","n/e","n/e","3802","3974","3974"
"26.06.2022 06:00 - 26.06.2022 06:15","n/e","n/e","n/e","3714","3679","3679"
"26.06.2022 06:15 - 26.06.2022 06:30","n/e","n/e","n/e","3628","3591","3591"
"26.06.2022 06:30 - 26.06.2022 06:45","n/e","n/e","n/e","3544","3505","3505"
"26.06.2022 06:45 - 26.06.2022 07:00","n/e","n/e","n/e","3458","3416","3416"
"26.06.2022 07:00 - 26.06.2022 07:15","n/e","n/e","n/e","3398","3084","3084"
"26.06.2022 07:15 - 26.06.2022 07:30","n/e","n/e","n/e","3289","2977","2977"
"26.06.2022 07:30 - 26.06.2022 07:45","n/e","n/e","n/e","3163","2866","2866"
"26.06.2022 07:45 - 26.06.2022 08:00","n/e","n/e","n/e","3023","2750","2750"
