"MTU (CET/CEST)","Generation - Wind Offshore [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore [MW] Intraday / BZN|ES","Generation - Wind Offshore [MW] Current / BZN|ES","Generation - Wind Onshore [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore [MW] Intraday / BZN|ES","Generation - Wind Onshore [MW] Current / BZN|ES"
"01.01.2024 08:15 - 01.01.2024 08:30","n/e","n/e","n/e","5534","5580","5580"
"01.01.2024 08:30 - 01.01.2024 08:45","n/e","n/e","n/e","5602","5625","5625"
"01.01.2024 08:45 - 01.01.2024 09:00","n/e","n/e","n/e","5666","5664","5664"
"01.01.2024 09:00 - 01.01.2024 09:15","n/e","n/e","n/e","5739","5708","5773"
"01.01.2024 09:15 - 01.01.2024 09:30","n/e","n/e","n/e","5791","5737","5792"
"01.01.2024 09:30 - 01.01.2024 09:45","n/e","n/e","n/e","5836","5761","5808"
"01.01.2024 09:45 - 01.01.2024 10:00","n/e","n/e","n/e","5877","5783","5825"
"01.01.2024 10:00 - 01.01.2024 10:15","n/e","n/e","n/e","5905","5793","6037"
"01.01.2024 10:15 - 01.01.2024 10:30","n/e","n/e","n/e","5954","5823","6053"
"01.01.2024 10:30 - 01.01.2024 10:45","n/e","n/e","n/e","6012","5861","6073"
"01.01.2024 10:45 - 01.01.2024 11:00","n/e","n/e","n/e","6080","5913","6103"
"01.01.2024 11:00 - 01.01.2024 11:15","n/e","n/e","n/e","6146","5939","5987"
"01.01.2024 11:15 - 01.01.2024 11:30","n/e","n/e","n/e","6228","6031","6060"
"01.01.2024 11:30 - 01.01.2024 11:45","n/e","n/e","n/e","6314","6148","6147"
"01.01.2024 11:45 - 01.01.2024 12:00","n/e","n/e","n/e","6405","6283","6244"
"01.01.2024 12:00 - 01.01.2024 12:15","n/e","n/e","n/e","6491","6435","6173"
"01.01.2024 12:15 - 01.01.2024 12:30","n/e","n/e","n/e","6596","6586","6288"
"01.01.2024 12:30 - 01.01.2024 12:45","n/e","n/e","n/e","6709","6734","6384"
"01.01.2024 12:45 - 01.01.2024 13:00","n/e","n/e","n/e","6828","6875","6469"
"01.01.2024 13:00 - 01.01.2024 13:15","n/e","n/e","n/e","6958","7040","6680"
"01.01.2024 13:15 - 01.01.2024 13:30","n/e","n/e","n/e","7077","7158","6784"
"01.01.2024 13:30 - 01.01.2024 13:45","n/e","n/e","n/e","7192","7260","6876"
"01.01.2024 13:45 - 01.01.2024 14:00","n/e","n/e","n/e","7301","7346","6956"
"01.01.2024 14:00 - 01.01.2024 14:15","n/e","n/e","n/e","7426","7446","7659"
"01.01.2024 14:15 - 01.01.2024 14:30","n/e","n/e","n/e","7515","7501","7649"
"01.01.2024 14:30 - 01.01.2024 14:45","n/e","n/e","n/e","7591","7541","7567"
"01.01.2024 14:45 - 01.01.2024 15:00","n/e","n/e","n/e","7655","7573","7450"
"01.01.2024 15:00 - 01.01.2024 15:15","n/e","n/e","n/e","7730","7590","6676"
"01.01.2024 15:15 - 01.01.2024 15:30","n/e","n/e","n/e","7767","7626","6758"
"01.01.2024 15:30 - 01.01.2024 15:45","n/e","n/e","n/e","7793","7672","6877"
"01.01.2024 15:45 - 01.01.2024 16:00","n/e","n/e","n/e","7810","7728","7009"
"01.01.2024 16:00 - 01.01.2024 16:15","n/e","n/e","n/e","7817","7786","7322"
"01.01.2024 16:15 - 01.01.2024 16:30","n/e","n/e","n/e","7834","7851","7365"
"01.01.2024 16:30 - 01.01.2024 16:45","n/e","n/e","n/e","7857","7915","7422"
"01.01.2024 16:45 - 01.01.2024 17:00","n/e","n/e","n/e","7891","7980","7491"
"01.01.2024 17:00 - 01.01.2024 17:15","n/e","n/e","n/e","7906","8043","7495"
"01.01.2024 17:15 - 01.01.2024 17:30","n/e","n/e","n/e","7970","8112","7595"
"01.01.2024 17:30 - 01.01.2024 17:45","n/e","n/e","n/e","8051","8184","7701"
"01.01.2024 17:45 - 01.01.2024 18:00","n/e","n/e","n/e","8144","8257","7808"
"01.01.2024 18:00 - 01.01.2024 18:15","n/e","n/e","n/e","8255","8336","7650"
"01.01.2024 18:15 - 01.01.2024 18:30","n/e","n/e","n/e","8346","8407","7762"
"01.01.2024 18:30 - 01.01.2024 18:45","n/e","n/e","n/e","8428","8476","7855"
"01.01.2024 18:45 - 01.01.2024 19:00","n/e","n/e","n/e","8500","8541","7935"
"01.01.2024 19:00 - 01.01.2024 19:15","n/e","n/e","n/e","8570","8609","8214"
"01.01.2024 19:15 - 01.01.2024 19:30","n/e","n/e","n/e","8635","8668","8283"
"01.01.2024 19:30 - 01.01.2024 19:45","n/e","n/e","n/e","8701","8724","8352"
"01.01.2024 19:45 - 01.01.2024 20:00","n/e","n/e","n/e","8768","8780","8421"
"01.01.2024 20:00 - 01.01.2024 20:15","n/e","n/e","n/e","8837","8831","8928"
"01.01.2024 20:15 - 01.01.2024 20:30","n/e","n/e","n/e","8905","8891","8980"
"01.01.2024 20:30 - 01.01.2024 20:45","n/e","n/e","n/e","8972","8956","9032"
"01.01.2024 20:45 - 01.01.2024 21:00","n/e","n/e","n/e","9037","9021","9083"
"01.01.2024 21:00 - 01.01.2024 21:15","n/e","n/e","n/e","9113","9103","9371"
"01.01.2024 21:15 - 01.01.2024 21:30","n/e","n/e","n/e","9163","9155","9389"
"01.01.2024 21:30 - 01.01.2024 21:45","n/e","n/e","n/e","9204","9195","9408"
"01.01.2024 21:45 - 01.01.2024 22:00","n/e","n/e","n/e","9237","9226","9425"
"01.01.2024 22:00 - 01.01.2024 22:15","n/e","n/e","n/e","9267","9252","9095"
"01.01.2024 22:15 - 01.01.2024 22:30","n/e","n/e","n/e","9294","9277","9140"
"01.01.2024 22:30 - 01.01.2024 22:45","n/e","n/e","n/e","9322","9304","9183"
"01.01.2024 22:45 - 01.01.2024 23:00","n/e","n/e","n/e","9351","9331","9221"
"01.01.2024 23:00 - 01.01.2024 23:15","n/e","n/e","n/e","9386","9367","8855"
"01.01.2024 23:15 - 01.01.2024 23:30","n/e","n/e","n/e","9408","9390","8883"
"01.01.2024 23:30 - 01.01.2024 23:45","n/e","n/e","n/e","9426","9406","8908"
"01.01.2024 23:45 - 02.01.2024 00:00","n/e","n/e","n/e","9439","9416","8931"
"02.01.2024 00:00 - 02.01.2024 00:15","n/e","n/e","n/e","9185","8991","8991"
"02.01.2024 00:15 - 02.01.2024 00:30","n/e","n/e","n/e","9196","9006","9006"
"02.01.2024 00:30 - 02.01.2024 00:45","n/e","n/e","n/e","9210","9024","9024"
"02.01.2024 00:45 - 02.01.2024 01:00","n/e","n/e","n/e","9230","9042","9042"
"02.01.2024 01:00 - 02.01.2024 01:15","n/e","n/e","n/e","9250","9498","9498"
"02.01.2024 01:15 - 02.01.2024 01:30","n/e","n/e","n/e","9278","9482","9482"
"02.01.2024 01:30 - 02.01.2024 01:45","n/e","n/e","n/e","9309","9471","9471"
"02.01.2024 01:45 - 02.01.2024 02:00","n/e","n/e","n/e","9337","9463","9463"
"02.01.2024 02:00 - 02.01.2024 02:15","n/e","n/e","n/e","9384","9698","9698"
"02.01.2024 02:15 - 02.01.2024 02:30","n/e","n/e","n/e","9391","9660","9660"
"02.01.2024 02:30 - 02.01.2024 02:45","n/e","n/e","n/e","9382","9626","9626"
"02.01.2024 02:45 - 02.01.2024 03:00","n/e","n/e","n/e","9362","9599","9599"
"02.01.2024 03:00 - 02.01.2024 03:15","n/e","n/e","n/e","9322","9674","9674"
"02.01.2024 03:15 - 02.01.2024 03:30","n/e","n/e","n/e","9310","9672","9672"
"02.01.2024 03:30 - 02.01.2024 03:45","n/e","n/e","n/e","9313","9675","9675"
"02.01.2024 03:45 - 02.01.2024 04:00","n/e","n/e","n/e","9331","9685","9685"
"02.01.2024 04:00 - 02.01.2024 04:15","n/e","n/e","n/e","9347","9789","9789"
"02.01.2024 04:15 - 02.01.2024 04:30","n/e","n/e","n/e","9381","9810","9810"
"02.01.2024 04:30 - 02.01.2024 04:45","n/e","n/e","n/e","9420","9837","9837"
"02.01.2024 04:45 - 02.01.2024 05:00","n/e","n/e","n/e","9462","9871","9871"
"02.01.2024 05:00 - 02.01.2024 05:15","n/e","n/e","n/e","9503","9910","9910"
"02.01.2024 05:15 - 02.01.2024 05:30","n/e","n/e","n/e","9549","9949","9949"
"02.01.2024 05:30 - 02.01.2024 05:45","n/e","n/e","n/e","9596","9979","9979"
"02.01.2024 05:45 - 02.01.2024 06:00","n/e","n/e","n/e","9644","10006","10006"
"02.01.2024 06:00 - 02.01.2024 06:15","n/e","n/e","n/e","9691","9576","9576"
"02.01.2024 06:15 - 02.01.2024 06:30","n/e","n/e","n/e","9741","9652","9652"
"02.01.2024 06:30 - 02.01.2024 06:45","n/e","n/e","n/e","9793","9741","9741"
"02.01.2024 06:45 - 02.01.2024 07:00","n/e","n/e","n/e","9847","9839","9839"
"02.01.2024 07:00 - 02.01.2024 07:15","n/e","n/e","n/e","9893","10254","10254"
"02.01.2024 07:15 - 02.01.2024 07:30","n/e","n/e","n/e","9961","10318","10318"
"02.01.2024 07:30 - 02.01.2024 07:45","n/e","n/e","n/e","10036","10390","10390"
"02.01.2024 07:45 - 02.01.2024 08:00","n/e","n/e","n/e","10118","10468","10468"
"02.01.2024 08:00 - 02.01.2024 08:15","n/e","n/e","n/e","10208","11007","11007"
"02.01.2024 08:15 - 02.01.2024 08:30","n/e","n/e","n/e","10291","11065","11065"
"02.01.2024 08:30 - 02.01.2024 08:45","n/e","n/e","n/e","10369","11129","11129"
"02.01.2024 08:45 - 02.01.2024 09:00","n/e","n/e","n/e","10440","11196","11196"
"02.01.2024 09:00 - 02.01.2024 09:15","n/e","n/e","n/e","10528","11266","11572"
"02.01.2024 09:15 - 02.01.2024 09:30","n/e","n/e","n/e","10576","11339","11601"
"02.01.2024 09:30 - 02.01.2024 09:45","n/e","n/e","n/e","10609","11412","11621"
"02.01.2024 09:45 - 02.01.2024 10:00","n/e","n/e","n/e","10631","11480","11635"
"02.01.2024 10:00 - 02.01.2024 10:15","n/e","n/e","n/e","10644","11571","11696"
"02.01.2024 10:15 - 02.01.2024 10:30","n/e","n/e","n/e","10664","11610","11703"
"02.01.2024 10:30 - 02.01.2024 10:45","n/e","n/e","n/e","10689","11630","11704"
"02.01.2024 10:45 - 02.01.2024 11:00","n/e","n/e","n/e","10721","11640","11707"
"02.01.2024 11:00 - 02.01.2024 11:15","n/e","n/e","n/e","10749","11612","11652"
"02.01.2024 11:15 - 02.01.2024 11:30","n/e","n/e","n/e","10787","11649","11679"
"02.01.2024 11:30 - 02.01.2024 11:45","n/e","n/e","n/e","10827","11716","11721"
"02.01.2024 11:45 - 02.01.2024 12:00","n/e","n/e","n/e","10876","11808","11782"
"02.01.2024 12:00 - 02.01.2024 12:15","n/e","n/e","n/e","10893","11911","11833"
"02.01.2024 12:15 - 02.01.2024 12:30","n/e","n/e","n/e","10981","12019","11907"
"02.01.2024 12:30 - 02.01.2024 12:45","n/e","n/e","n/e","11099","12123","11993"
"02.01.2024 12:45 - 02.01.2024 13:00","n/e","n/e","n/e","11240","12229","12095"
"02.01.2024 13:00 - 02.01.2024 13:15","n/e","n/e","n/e","11392","12310","12436"
"02.01.2024 13:15 - 02.01.2024 13:30","n/e","n/e","n/e","11554","12445","12552"
"02.01.2024 13:30 - 02.01.2024 13:45","n/e","n/e","n/e","11716","12605","12675"
"02.01.2024 13:45 - 02.01.2024 14:00","n/e","n/e","n/e","11874","12776","12800"
"02.01.2024 14:00 - 02.01.2024 14:15","n/e","n/e","n/e","12049","12995","13470"
"02.01.2024 14:15 - 02.01.2024 14:30","n/e","n/e","n/e","12188","13133","13562"
"02.01.2024 14:30 - 02.01.2024 14:45","n/e","n/e","n/e","12317","13234","13643"
"02.01.2024 14:45 - 02.01.2024 15:00","n/e","n/e","n/e","12438","13315","13717"
"02.01.2024 15:00 - 02.01.2024 15:15","n/e","n/e","n/e","12548","13343","14087"
"02.01.2024 15:15 - 02.01.2024 15:30","n/e","n/e","n/e","12675","13456","14151"
"02.01.2024 15:30 - 02.01.2024 15:45","n/e","n/e","n/e","12813","13611","14208"
"02.01.2024 15:45 - 02.01.2024 16:00","n/e","n/e","n/e","12956","13789","14262"
"02.01.2024 16:00 - 02.01.2024 16:15","n/e","n/e","n/e","13125","14039","14786"
"02.01.2024 16:15 - 02.01.2024 16:30","n/e","n/e","n/e","13253","14177","14808"
"02.01.2024 16:30 - 02.01.2024 16:45","n/e","n/e","n/e","13364","14259","14824"
"02.01.2024 16:45 - 02.01.2024 17:00","n/e","n/e","n/e","13456","14308","14838"
"02.01.2024 17:00 - 02.01.2024 17:15","n/e","n/e","n/e","13561","14297","14577"
"02.01.2024 17:15 - 02.01.2024 17:30","n/e","n/e","n/e","13620","14374","14622"
"02.01.2024 17:30 - 02.01.2024 17:45","n/e","n/e","n/e","13666","14500","14664"
"02.01.2024 17:45 - 02.01.2024 18:00","n/e","n/e","n/e","13704","14642","14703"
"02.01.2024 18:00 - 02.01.2024 18:15","n/e","n/e","n/e","13729","14911","14665"
"02.01.2024 18:15 - 02.01.2024 18:30","n/e","n/e","n/e","13770","14950","14682"
"02.01.2024 18:30 - 02.01.2024 18:45","n/e","n/e","n/e","13819","14885","14689"
"02.01.2024 18:45 - 02.01.2024 19:00","n/e","n/e","n/e","13872","14755","14691"
"02.01.2024 19:00 - 02.01.2024 19:15","n/e","n/e","n/e","13949","14510","15264"
"02.01.2024 19:15 - 02.01.2024 19:30","n/e","n/e","n/e","13984","14415","15235"
"02.01.2024 19:30 - 02.01.2024 19:45","n/e","n/e","n/e","14002","14405","15208"
"02.01.2024 19:45 - 02.01.2024 20:00","n/e","n/e","n/e","14004","14455","15183"
"02.01.2024 20:00 - 02.01.2024 20:15","n/e","n/e","n/e","14001","14576","15563"
"02.01.2024 20:15 - 02.01.2024 20:30","n/e","n/e","n/e","13991","14629","15524"
"02.01.2024 20:30 - 02.01.2024 20:45","n/e","n/e","n/e","13983","14633","15497"
"02.01.2024 20:45 - 02.01.2024 21:00","n/e","n/e","n/e","13976","14598","15476"
"02.01.2024 21:00 - 02.01.2024 21:15","n/e","n/e","n/e","13975","14540","15726"
"02.01.2024 21:15 - 02.01.2024 21:30","n/e","n/e","n/e","13964","14481","15678"
"02.01.2024 21:30 - 02.01.2024 21:45","n/e","n/e","n/e","13948","14434","15638"
"02.01.2024 21:45 - 02.01.2024 22:00","n/e","n/e","n/e","13929","14398","15603"
"02.01.2024 22:00 - 02.01.2024 22:15","n/e","n/e","n/e","13906","14367","15872"
"02.01.2024 22:15 - 02.01.2024 22:30","n/e","n/e","n/e","13886","14339","15798"
"02.01.2024 22:30 - 02.01.2024 22:45","n/e","n/e","n/e","13867","14309","15722"
"02.01.2024 22:45 - 02.01.2024 23:00","n/e","n/e","n/e","13850","14277","15644"
"02.01.2024 23:00 - 02.01.2024 23:15","n/e","n/e","n/e","13832","14245","15724"
"02.01.2024 23:15 - 02.01.2024 23:30","n/e","n/e","n/e","13819","14209","15595"
"02.01.2024 23:30 - 02.01.2024 23:45","n/e","n/e","n/e","13808","14172","15462"
"02.01.2024 23:45 - 03.01.2024 00:00","n/e","n/e","n/e","13798","14136","15326"
"03.01.2024 00:00 - 03.01.2024 00:15","n/e","n/e","n/e","14628","15200","15200"
"03.01.2024 00:15 - 03.01.2024 00:30","n/e","n/e","n/e","14627","15080","15080"
"03.01.2024 00:30 - 03.01.2024 00:45","n/e","n/e","n/e","14601","14955","14955"
"03.01.2024 00:45 - 03.01.2024 01:00","n/e","n/e","n/e","14557","14824","14824"
"03.01.2024 01:00 - 03.01.2024 01:15","n/e","n/e","n/e","14501","14405","14405"
"03.01.2024 01:15 - 03.01.2024 01:30","n/e","n/e","n/e","14446","14311","14311"
"03.01.2024 01:30 - 03.01.2024 01:45","n/e","n/e","n/e","14396","14226","14226"
"03.01.2024 01:45 - 03.01.2024 02:00","n/e","n/e","n/e","14348","14146","14146"
"03.01.2024 02:00 - 03.01.2024 02:15","n/e","n/e","n/e","14318","14177","14177"
"03.01.2024 02:15 - 03.01.2024 02:30","n/e","n/e","n/e","14256","14049","14049"
"03.01.2024 02:30 - 03.01.2024 02:45","n/e","n/e","n/e","14180","13931","13931"
"03.01.2024 02:45 - 03.01.2024 03:00","n/e","n/e","n/e","14095","13824","13824"
"03.01.2024 03:00 - 03.01.2024 03:15","n/e","n/e","n/e","13997","13987","13987"
"03.01.2024 03:15 - 03.01.2024 03:30","n/e","n/e","n/e","13912","13919","13919"
"03.01.2024 03:30 - 03.01.2024 03:45","n/e","n/e","n/e","13837","13859","13859"
"03.01.2024 03:45 - 03.01.2024 04:00","n/e","n/e","n/e","13770","13804","13804"
"03.01.2024 04:00 - 03.01.2024 04:15","n/e","n/e","n/e","13709","13613","13613"
"03.01.2024 04:15 - 03.01.2024 04:30","n/e","n/e","n/e","13645","13557","13557"
"03.01.2024 04:30 - 03.01.2024 04:45","n/e","n/e","n/e","13578","13505","13505"
"03.01.2024 04:45 - 03.01.2024 05:00","n/e","n/e","n/e","13504","13453","13453"
"03.01.2024 05:00 - 03.01.2024 05:15","n/e","n/e","n/e","13448","13559","13559"
"03.01.2024 05:15 - 03.01.2024 05:30","n/e","n/e","n/e","13347","13473","13473"
"03.01.2024 05:30 - 03.01.2024 05:45","n/e","n/e","n/e","13230","13381","13381"
"03.01.2024 05:45 - 03.01.2024 06:00","n/e","n/e","n/e","13105","13286","13286"
"03.01.2024 06:00 - 03.01.2024 06:15","n/e","n/e","n/e","12951","13325","13325"
"03.01.2024 06:15 - 03.01.2024 06:30","n/e","n/e","n/e","12846","13219","13219"
"03.01.2024 06:30 - 03.01.2024 06:45","n/e","n/e","n/e","12764","13108","13108"
"03.01.2024 06:45 - 03.01.2024 07:00","n/e","n/e","n/e","12702","12995","12995"
"03.01.2024 07:00 - 03.01.2024 07:15","n/e","n/e","n/e","12648","13009","13009"
"03.01.2024 07:15 - 03.01.2024 07:30","n/e","n/e","n/e","12604","12921","12921"
"03.01.2024 07:30 - 03.01.2024 07:45","n/e","n/e","n/e","12557","12835","12835"
"03.01.2024 07:45 - 03.01.2024 08:00","n/e","n/e","n/e","12505","12749","12749"
"03.01.2024 08:00 - 03.01.2024 08:15","n/e","n/e","n/e","12466","13071","13071"
"03.01.2024 08:15 - 03.01.2024 08:30","n/e","n/e","n/e","12391","12994","12994"
"03.01.2024 08:30 - 03.01.2024 08:45","n/e","n/e","n/e","12304","12928","12928"
"03.01.2024 08:45 - 03.01.2024 09:00","n/e","n/e","n/e","12214","12864","12864"
"03.01.2024 09:00 - 03.01.2024 09:15","n/e","n/e","n/e","12084","12819","13089"
"03.01.2024 09:15 - 03.01.2024 09:30","n/e","n/e","n/e","12034","12741","13008"
"03.01.2024 09:30 - 03.01.2024 09:45","n/e","n/e","n/e","12018","12647","12931"
"03.01.2024 09:45 - 03.01.2024 10:00","n/e","n/e","n/e","12022","12545","12857"
"03.01.2024 10:00 - 03.01.2024 10:15","n/e","n/e","n/e","12065","12423","12772"
"03.01.2024 10:15 - 03.01.2024 10:30","n/e","n/e","n/e","12052","12329","12712"
"03.01.2024 10:30 - 03.01.2024 10:45","n/e","n/e","n/e","12008","12249","12663"
"03.01.2024 10:45 - 03.01.2024 11:00","n/e","n/e","n/e","11955","12182","12618"
"03.01.2024 11:00 - 03.01.2024 11:15","n/e","n/e","n/e","11821","12118","12365"
"03.01.2024 11:15 - 03.01.2024 11:30","n/e","n/e","n/e","11839","12065","12271"
"03.01.2024 11:30 - 03.01.2024 11:45","n/e","n/e","n/e","11925","12014","12180"
"03.01.2024 11:45 - 03.01.2024 12:00","n/e","n/e","n/e","12053","11961","12091"
"03.01.2024 12:00 - 03.01.2024 12:15","n/e","n/e","n/e","12265","11920","11925"
"03.01.2024 12:15 - 03.01.2024 12:30","n/e","n/e","n/e","12371","11856","11820"
"03.01.2024 12:30 - 03.01.2024 12:45","n/e","n/e","n/e","12419","11782","11728"
"03.01.2024 12:45 - 03.01.2024 13:00","n/e","n/e","n/e","12414","11700","11642"
"03.01.2024 13:00 - 03.01.2024 13:15","n/e","n/e","n/e","12418","11629","11810"
"03.01.2024 13:15 - 03.01.2024 13:30","n/e","n/e","n/e","12347","11528","11700"
"03.01.2024 13:30 - 03.01.2024 13:45","n/e","n/e","n/e","12259","11418","11580"
"03.01.2024 13:45 - 03.01.2024 14:00","n/e","n/e","n/e","12154","11297","11443"
"03.01.2024 14:00 - 03.01.2024 14:15","n/e","n/e","n/e","12088","11199","11288"
"03.01.2024 14:15 - 03.01.2024 14:30","n/e","n/e","n/e","11928","11044","11130"
"03.01.2024 14:30 - 03.01.2024 14:45","n/e","n/e","n/e","11735","10868","10958"
"03.01.2024 14:45 - 03.01.2024 15:00","n/e","n/e","n/e","11512","10680","10773"
"03.01.2024 15:00 - 03.01.2024 15:15","n/e","n/e","n/e","11310","10484","10932"
"03.01.2024 15:15 - 03.01.2024 15:30","n/e","n/e","n/e","11039","10294","10716"
"03.01.2024 15:30 - 03.01.2024 15:45","n/e","n/e","n/e","10753","10112","10496"
"03.01.2024 15:45 - 03.01.2024 16:00","n/e","n/e","n/e","10458","9934","10274"
"03.01.2024 16:00 - 03.01.2024 16:15","n/e","n/e","n/e","10162","9784","10460"
"03.01.2024 16:15 - 03.01.2024 16:30","n/e","n/e","n/e","9868","9587","10214"
"03.01.2024 16:30 - 03.01.2024 16:45","n/e","n/e","n/e","9585","9372","9969"
"03.01.2024 16:45 - 03.01.2024 17:00","n/e","n/e","n/e","9316","9149","9733"
"03.01.2024 17:00 - 03.01.2024 17:15","n/e","n/e","n/e","9032","8897","9711"
"03.01.2024 17:15 - 03.01.2024 17:30","n/e","n/e","n/e","8803","8699","9516"
"03.01.2024 17:30 - 03.01.2024 17:45","n/e","n/e","n/e","8600","8530","9336"
"03.01.2024 17:45 - 03.01.2024 18:00","n/e","n/e","n/e","8424","8386","9173"
"03.01.2024 18:00 - 03.01.2024 18:15","n/e","n/e","n/e","8222","8245","8860"
"03.01.2024 18:15 - 03.01.2024 18:30","n/e","n/e","n/e","8109","8134","8754"
"03.01.2024 18:30 - 03.01.2024 18:45","n/e","n/e","n/e","8026","8028","8666"
"03.01.2024 18:45 - 03.01.2024 19:00","n/e","n/e","n/e","7967","7927","8595"
"03.01.2024 19:00 - 03.01.2024 19:15","n/e","n/e","n/e","7925","7827","8572"
"03.01.2024 19:15 - 03.01.2024 19:30","n/e","n/e","n/e","7879","7731","8471"
"03.01.2024 19:30 - 03.01.2024 19:45","n/e","n/e","n/e","7824","7635","8376"
"03.01.2024 19:45 - 03.01.2024 20:00","n/e","n/e","n/e","7760","7542","8291"
"03.01.2024 20:00 - 03.01.2024 20:15","n/e","n/e","n/e","7708","7437","8492"
"03.01.2024 20:15 - 03.01.2024 20:30","n/e","n/e","n/e","7619","7363","8385"
"03.01.2024 20:30 - 03.01.2024 20:45","n/e","n/e","n/e","7519","7303","8283"
"03.01.2024 20:45 - 03.01.2024 21:00","n/e","n/e","n/e","7412","7252","8190"
"03.01.2024 21:00 - 03.01.2024 21:15","n/e","n/e","n/e","7292","7204","8634"
"03.01.2024 21:15 - 03.01.2024 21:30","n/e","n/e","n/e","7192","7164","8573"
"03.01.2024 21:30 - 03.01.2024 21:45","n/e","n/e","n/e","7102","7124","8519"
"03.01.2024 21:45 - 03.01.2024 22:00","n/e","n/e","n/e","7025","7087","8466"
"03.01.2024 22:00 - 03.01.2024 22:15","n/e","n/e","n/e","6941","7038","9110"
"03.01.2024 22:15 - 03.01.2024 22:30","n/e","n/e","n/e","6883","7020","9036"
"03.01.2024 22:30 - 03.01.2024 22:45","n/e","n/e","n/e","6833","7015","8962"
"03.01.2024 22:45 - 03.01.2024 23:00","n/e","n/e","n/e","6789","7011","8889"
"03.01.2024 23:00 - 03.01.2024 23:15","n/e","n/e","n/e","6748","7047","9195"
"03.01.2024 23:15 - 03.01.2024 23:30","n/e","n/e","n/e","6710","7007","9062"
"03.01.2024 23:30 - 03.01.2024 23:45","n/e","n/e","n/e","6671","6935","8937"
"03.01.2024 23:45 - 04.01.2024 00:00","n/e","n/e","n/e","6631","6842","8818"
"04.01.2024 00:00 - 04.01.2024 00:15","n/e","n/e","n/e","6956","8574","8574"
"04.01.2024 00:15 - 04.01.2024 00:30","n/e","n/e","n/e","6934","8446","8446"
