"MTU (CET/CEST)","Generation - Wind Offshore [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore [MW] Intraday / BZN|ES","Generation - Wind Offshore [MW] Current / BZN|ES","Generation - Wind Onshore [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore [MW] Intraday / BZN|ES","Generation - Wind Onshore [MW] Current / BZN|ES"
"07.02.2021 05:00 - 07.02.2021 06:00","n/e","n/e","n/e","7718","6346","6346"
"07.02.2021 06:00 - 07.02.2021 07:00","n/e","n/e","n/e","7811","6344","6344"
"07.02.2021 07:00 - 07.02.2021 08:00","n/e","n/e","n/e","7986","7334","7334"
"07.02.2021 08:00 - 07.02.2021 09:00","n/e","n/e","n/e","8203","7744","8309"
"07.02.2021 09:00 - 07.02.2021 10:00","n/e","n/e","n/e","8442","8201","9214"
"07.02.2021 10:00 - 07.02.2021 11:00","n/e","n/e","n/e","9262","9052","9897"
"07.02.2021 11:00 - 07.02.2021 12:00","n/e","n/e","n/e","10267","9875","11044"
"07.02.2021 12:00 - 07.02.2021 13:00","n/e","n/e","n/e","11315","10844","12199"
"07.02.2021 13:00 - 07.02.2021 14:00","n/e","n/e","n/e","12030","11642","12867"
"07.02.2021 14:00 - 07.02.2021 15:00","n/e","n/e","n/e","12498","12365","13805"
"07.02.2021 15:00 - 07.02.2021 16:00","n/e","n/e","n/e","12848","13074","14118"
"07.02.2021 16:00 - 07.02.2021 17:00","n/e","n/e","n/e","12713","13013","13658"
"07.02.2021 17:00 - 07.02.2021 18:00","n/e","n/e","n/e","12425","12802","13292"
"07.02.2021 18:00 - 07.02.2021 19:00","n/e","n/e","n/e","12281","12671","13240"
"07.02.2021 19:00 - 07.02.2021 20:00","n/e","n/e","n/e","12619","12926","13472"
"07.02.2021 20:00 - 07.02.2021 21:00","n/e","n/e","n/e","13035","13134","13917"
"07.02.2021 21:00 - 07.02.2021 22:00","n/e","n/e","n/e","13147","13356","14275"
"07.02.2021 22:00 - 07.02.2021 23:00","n/e","n/e","n/e","13131","13575","13932"
"07.02.2021 23:00 - 08.02.2021 00:00","n/e","n/e","n/e","13248","13734","13852"
"08.02.2021 00:00 - 08.02.2021 01:00","n/e","n/e","n/e","13947","13580","13580"
"08.02.2021 01:00 - 08.02.2021 02:00","n/e","n/e","n/e","14264","12147","12147"
"08.02.2021 02:00 - 08.02.2021 03:00","n/e","n/e","n/e","14548","11009","11009"
"08.02.2021 03:00 - 08.02.2021 04:00","n/e","n/e","n/e","14733","10260","10260"
"08.02.2021 04:00 - 08.02.2021 05:00","n/e","n/e","n/e","14650","9756","9756"
"08.02.2021 05:00 - 08.02.2021 06:00","n/e","n/e","n/e","14498","9979","9979"
"08.02.2021 06:00 - 08.02.2021 07:00","n/e","n/e","n/e","14283","11085","11085"
"08.02.2021 07:00 - 08.02.2021 08:00","n/e","n/e","n/e","14155","12327","12327"
"08.02.2021 08:00 - 08.02.2021 09:00","n/e","n/e","n/e","14036","12382","12879"
"08.02.2021 09:00 - 08.02.2021 10:00","n/e","n/e","n/e","13898","12521","12874"
"08.02.2021 10:00 - 08.02.2021 11:00","n/e","n/e","n/e","14601","13016","13430"
"08.02.2021 11:00 - 08.02.2021 12:00","n/e","n/e","n/e","15375","13617","14518"
"08.02.2021 12:00 - 08.02.2021 13:00","n/e","n/e","n/e","16180","14060","15897"
"08.02.2021 13:00 - 08.02.2021 14:00","n/e","n/e","n/e","16556","14581","16861"
"08.02.2021 14:00 - 08.02.2021 15:00","n/e","n/e","n/e","16611","14955","16777"
"08.02.2021 15:00 - 08.02.2021 16:00","n/e","n/e","n/e","16749","15173","16600"
"08.02.2021 16:00 - 08.02.2021 17:00","n/e","n/e","n/e","16592","15047","16469"
"08.02.2021 17:00 - 08.02.2021 18:00","n/e","n/e","n/e","16248","14768","16297"
"08.02.2021 18:00 - 08.02.2021 19:00","n/e","n/e","n/e","15873","14661","16026"
"08.02.2021 19:00 - 08.02.2021 20:00","n/e","n/e","n/e","15770","14789","16566"
"08.02.2021 20:00 - 08.02.2021 21:00","n/e","n/e","n/e","15817","14934","16830"
"08.02.2021 21:00 - 08.02.2021 22:00","n/e","n/e","n/e","15884","15057","17314"
"08.02.2021 22:00 - 08.02.2021 23:00","n/e","n/e","n/e","15937","15222","16488"
"08.02.2021 23:00 - 09.02.2021 00:00","n/e","n/e","n/e","15903","15308","15640"
"09.02.2021 00:00 - 09.02.2021 01:00","n/e","n/e","n/e","16207","14936","14936"
"09.02.2021 01:00 - 09.02.2021 02:00","n/e","n/e","n/e","16041","12955","12955"
"09.02.2021 02:00 - 09.02.2021 03:00","n/e","n/e","n/e","15772","11453","11453"
"09.02.2021 03:00 - 09.02.2021 04:00","n/e","n/e","n/e","15350","11133","11133"
"09.02.2021 04:00 - 09.02.2021 05:00","n/e","n/e","n/e","14948","10938","10938"
"09.02.2021 05:00 - 09.02.2021 06:00","n/e","n/e","n/e","14467","11085","11085"
"09.02.2021 06:00 - 09.02.2021 07:00","n/e","n/e","n/e","14037","12177","12177"
"09.02.2021 07:00 - 09.02.2021 08:00","n/e","n/e","n/e","14262","14621","14621"
"09.02.2021 08:00 - 09.02.2021 09:00","n/e","n/e","n/e","14478","14669","15333"
"09.02.2021 09:00 - 09.02.2021 10:00","n/e","n/e","n/e","14703","14978","14932"
"09.02.2021 10:00 - 09.02.2021 11:00","n/e","n/e","n/e","15202","15477","15210"
"09.02.2021 11:00 - 09.02.2021 12:00","n/e","n/e","n/e","15762","15958","15018"
"09.02.2021 12:00 - 09.02.2021 13:00","n/e","n/e","n/e","16039","16417","15480"
"09.02.2021 13:00 - 09.02.2021 14:00","n/e","n/e","n/e","16244","16537","16089"
"09.02.2021 14:00 - 09.02.2021 15:00","n/e","n/e","n/e","16128","16340","15460"
"09.02.2021 15:00 - 09.02.2021 16:00","n/e","n/e","n/e","15969","16070","15732"
"09.02.2021 16:00 - 09.02.2021 17:00","n/e","n/e","n/e","15796","15804","15345"
"09.02.2021 17:00 - 09.02.2021 18:00","n/e","n/e","n/e","15521","15649","14725"
"09.02.2021 18:00 - 09.02.2021 19:00","n/e","n/e","n/e","15431","15560","14420"
"09.02.2021 19:00 - 09.02.2021 20:00","n/e","n/e","n/e","15557","15801","14367"
"09.02.2021 20:00 - 09.02.2021 21:00","n/e","n/e","n/e","15695","15905","14767"
"09.02.2021 21:00 - 09.02.2021 22:00","n/e","n/e","n/e","15807","15995","14986"
"09.02.2021 22:00 - 09.02.2021 23:00","n/e","n/e","n/e","15693","15795","14758"
"09.02.2021 23:00 - 10.02.2021 00:00","n/e","n/e","n/e","15582","15632","13841"
"10.02.2021 00:00 - 10.02.2021 01:00","n/e","n/e","n/e","15457","13494","13494"
"10.02.2021 01:00 - 10.02.2021 02:00","n/e","n/e","n/e","15356","12714","12714"
"10.02.2021 02:00 - 10.02.2021 03:00","n/e","n/e","n/e","15307","11040","11040"
"10.02.2021 03:00 - 10.02.2021 04:00","n/e","n/e","n/e","14894","10576","10576"
"10.02.2021 04:00 - 10.02.2021 05:00","n/e","n/e","n/e","14508","10002","10002"
"10.02.2021 05:00 - 10.02.2021 06:00","n/e","n/e","n/e","14532","10279","10279"
"10.02.2021 06:00 - 10.02.2021 07:00","n/e","n/e","n/e","14736","11344","11344"
"10.02.2021 07:00 - 10.02.2021 08:00","n/e","n/e","n/e","14902","13458","13458"
"10.02.2021 08:00 - 10.02.2021 09:00","n/e","n/e","n/e","15038","13736","14550"
"10.02.2021 09:00 - 10.02.2021 10:00","n/e","n/e","n/e","15080","13778","14089"
"10.02.2021 10:00 - 10.02.2021 11:00","n/e","n/e","n/e","15092","14170","14365"
"10.02.2021 11:00 - 10.02.2021 12:00","n/e","n/e","n/e","15078","14368","14671"
"10.02.2021 12:00 - 10.02.2021 13:00","n/e","n/e","n/e","14953","14494","14630"
"10.02.2021 13:00 - 10.02.2021 14:00","n/e","n/e","n/e","14431","14156","14443"
"10.02.2021 14:00 - 10.02.2021 15:00","n/e","n/e","n/e","13722","13439","13728"
"10.02.2021 15:00 - 10.02.2021 16:00","n/e","n/e","n/e","12832","12518","13700"
"10.02.2021 16:00 - 10.02.2021 17:00","n/e","n/e","n/e","11558","11327","13145"
"10.02.2021 17:00 - 10.02.2021 18:00","n/e","n/e","n/e","10091","10027","11804"
"10.02.2021 18:00 - 10.02.2021 19:00","n/e","n/e","n/e","8502","8667","10187"
"10.02.2021 19:00 - 10.02.2021 20:00","n/e","n/e","n/e","7870","8028","9207"
"10.02.2021 20:00 - 10.02.2021 21:00","n/e","n/e","n/e","7733","7809","9140"
"10.02.2021 21:00 - 10.02.2021 22:00","n/e","n/e","n/e","7489","7626","8947"
"10.02.2021 22:00 - 10.02.2021 23:00","n/e","n/e","n/e","7673","7758","8907"
"10.02.2021 23:00 - 11.02.2021 00:00","n/e","n/e","n/e","7957","7979","9047"
"11.02.2021 00:00 - 11.02.2021 01:00","n/e","n/e","n/e","9311","9436","9436"
"11.02.2021 01:00 - 11.02.2021 02:00","n/e","n/e","n/e","9463","9934","9934"
"11.02.2021 02:00 - 11.02.2021 03:00","n/e","n/e","n/e","9580","9953","9953"
"11.02.2021 03:00 - 11.02.2021 04:00","n/e","n/e","n/e","9744","9864","9864"
"11.02.2021 04:00 - 11.02.2021 05:00","n/e","n/e","n/e","9639","9665","9665"
"11.02.2021 05:00 - 11.02.2021 06:00","n/e","n/e","n/e","9484","9538","9538"
"11.02.2021 06:00 - 11.02.2021 07:00","n/e","n/e","n/e","9407","9351","9351"
"11.02.2021 07:00 - 11.02.2021 08:00","n/e","n/e","n/e","9257","9297","9297"
"11.02.2021 08:00 - 11.02.2021 09:00","n/e","n/e","n/e","9023","8910","8977"
"11.02.2021 09:00 - 11.02.2021 10:00","n/e","n/e","n/e","8774","8461","8394"
"11.02.2021 10:00 - 11.02.2021 11:00","n/e","n/e","n/e","8695","8512","7993"
"11.02.2021 11:00 - 11.02.2021 12:00","n/e","n/e","n/e","8845","9020","7934"
"11.02.2021 12:00 - 11.02.2021 13:00","n/e","n/e","n/e","9085","9449","8068"
"11.02.2021 13:00 - 11.02.2021 14:00","n/e","n/e","n/e","8937","9453","8146"
"11.02.2021 14:00 - 11.02.2021 15:00","n/e","n/e","n/e","8533","9218","8457"
"11.02.2021 15:00 - 11.02.2021 16:00","n/e","n/e","n/e","7978","8843","8203"
"11.02.2021 16:00 - 11.02.2021 17:00","n/e","n/e","n/e","7395","8145","7046"
"11.02.2021 17:00 - 11.02.2021 18:00","n/e","n/e","n/e","6768","7406","6375"
"11.02.2021 18:00 - 11.02.2021 19:00","n/e","n/e","n/e","6335","6928","6097"
"11.02.2021 19:00 - 11.02.2021 20:00","n/e","n/e","n/e","6481","7006","6256"
"11.02.2021 20:00 - 11.02.2021 21:00","n/e","n/e","n/e","6884","7148","6437"
"11.02.2021 21:00 - 11.02.2021 22:00","n/e","n/e","n/e","7295","7391","6818"
"11.02.2021 22:00 - 11.02.2021 23:00","n/e","n/e","n/e","7676","7576","7182"
"11.02.2021 23:00 - 12.02.2021 00:00","n/e","n/e","n/e","7933","7685","7604"
"12.02.2021 00:00 - 12.02.2021 01:00","n/e","n/e","n/e","8116","8001","8001"
"12.02.2021 01:00 - 12.02.2021 02:00","n/e","n/e","n/e","8143","8558","8558"
"12.02.2021 02:00 - 12.02.2021 03:00","n/e","n/e","n/e","8124","9327","9327"
"12.02.2021 03:00 - 12.02.2021 04:00","n/e","n/e","n/e","8092","9067","9067"
"12.02.2021 04:00 - 12.02.2021 05:00","n/e","n/e","n/e","8173","8932","8932"
"12.02.2021 05:00 - 12.02.2021 06:00","n/e","n/e","n/e","8325","9727","9727"
"12.02.2021 06:00 - 12.02.2021 07:00","n/e","n/e","n/e","8455","10129","10129"
"12.02.2021 07:00 - 12.02.2021 08:00","n/e","n/e","n/e","8670","10649","10649"
"12.02.2021 08:00 - 12.02.2021 09:00","n/e","n/e","n/e","8867","10460","10306"
"12.02.2021 09:00 - 12.02.2021 10:00","n/e","n/e","n/e","9126","10382","10340"
"12.02.2021 10:00 - 12.02.2021 11:00","n/e","n/e","n/e","9702","10642","10972"
"12.02.2021 11:00 - 12.02.2021 12:00","n/e","n/e","n/e","10353","11166","10970"
"12.02.2021 12:00 - 12.02.2021 13:00","n/e","n/e","n/e","10974","11601","12242"
"12.02.2021 13:00 - 12.02.2021 14:00","n/e","n/e","n/e","11290","11943","13438"
"12.02.2021 14:00 - 12.02.2021 15:00","n/e","n/e","n/e","11470","12222","13847"
"12.02.2021 15:00 - 12.02.2021 16:00","n/e","n/e","n/e","11631","12532","13454"
"12.02.2021 16:00 - 12.02.2021 17:00","n/e","n/e","n/e","11509","12348","12779"
"12.02.2021 17:00 - 12.02.2021 18:00","n/e","n/e","n/e","11239","12096","11584"
"12.02.2021 18:00 - 12.02.2021 19:00","n/e","n/e","n/e","10921","11809","12178"
"12.02.2021 19:00 - 12.02.2021 20:00","n/e","n/e","n/e","10704","11647","13390"
"12.02.2021 20:00 - 12.02.2021 21:00","n/e","n/e","n/e","10489","11505","13144"
"12.02.2021 21:00 - 12.02.2021 22:00","n/e","n/e","n/e","10215","11303","12615"
"12.02.2021 22:00 - 12.02.2021 23:00","n/e","n/e","n/e","9812","10881","12163"
"12.02.2021 23:00 - 13.02.2021 00:00","n/e","n/e","n/e","9409","10404","11869"
"13.02.2021 00:00 - 13.02.2021 01:00","n/e","n/e","n/e","9962","11402","11402"
"13.02.2021 01:00 - 13.02.2021 02:00","n/e","n/e","n/e","9553","11180","11180"
"13.02.2021 02:00 - 13.02.2021 03:00","n/e","n/e","n/e","9221","10922","10922"
"13.02.2021 03:00 - 13.02.2021 04:00","n/e","n/e","n/e","9129","10348","10348"
"13.02.2021 04:00 - 13.02.2021 05:00","n/e","n/e","n/e","8856","9926","9926"
"13.02.2021 05:00 - 13.02.2021 06:00","n/e","n/e","n/e","8656","8982","8982"
"13.02.2021 06:00 - 13.02.2021 07:00","n/e","n/e","n/e","8346","9353","9353"
"13.02.2021 07:00 - 13.02.2021 08:00","n/e","n/e","n/e","7824","9503","9503"
"13.02.2021 08:00 - 13.02.2021 09:00","n/e","n/e","n/e","7266","8609","9296"
"13.02.2021 09:00 - 13.02.2021 10:00","n/e","n/e","n/e","6682","7687","8664"
"13.02.2021 10:00 - 13.02.2021 11:00","n/e","n/e","n/e","6159","6916","7521"
"13.02.2021 11:00 - 13.02.2021 12:00","n/e","n/e","n/e","5761","6396","6992"
"13.02.2021 12:00 - 13.02.2021 13:00","n/e","n/e","n/e","5584","5993","7197"
"13.02.2021 13:00 - 13.02.2021 14:00","n/e","n/e","n/e","5426","5911","7121"
"13.02.2021 14:00 - 13.02.2021 15:00","n/e","n/e","n/e","5231","5823","6815"
"13.02.2021 15:00 - 13.02.2021 16:00","n/e","n/e","n/e","5003","5805","6318"
"13.02.2021 16:00 - 13.02.2021 17:00","n/e","n/e","n/e","4821","5404","5217"
"13.02.2021 17:00 - 13.02.2021 18:00","n/e","n/e","n/e","4597","5123","4313"
"13.02.2021 18:00 - 13.02.2021 19:00","n/e","n/e","n/e","4484","4925","4998"
"13.02.2021 19:00 - 13.02.2021 20:00","n/e","n/e","n/e","4437","4965","6820"
"13.02.2021 20:00 - 13.02.2021 21:00","n/e","n/e","n/e","4413","4987","7609"
"13.02.2021 21:00 - 13.02.2021 22:00","n/e","n/e","n/e","4473","5090","7232"
"13.02.2021 22:00 - 13.02.2021 23:00","n/e","n/e","n/e","4495","5026","6761"
"13.02.2021 23:00 - 14.02.2021 00:00","n/e","n/e","n/e","4453","4928","6581"
"14.02.2021 00:00 - 14.02.2021 01:00","n/e","n/e","n/e","4470","6180","6180"
"14.02.2021 01:00 - 14.02.2021 02:00","n/e","n/e","n/e","4192","5262","5262"
"14.02.2021 02:00 - 14.02.2021 03:00","n/e","n/e","n/e","4035","4749","4749"
"14.02.2021 03:00 - 14.02.2021 04:00","n/e","n/e","n/e","3919","4348","4348"
"14.02.2021 04:00 - 14.02.2021 05:00","n/e","n/e","n/e","4081","4455","4455"
"14.02.2021 05:00 - 14.02.2021 06:00","n/e","n/e","n/e","4391","4460","4460"
"14.02.2021 06:00 - 14.02.2021 07:00","n/e","n/e","n/e","4814","4685","4685"
"14.02.2021 07:00 - 14.02.2021 08:00","n/e","n/e","n/e","5305","5061","5061"
"14.02.2021 08:00 - 14.02.2021 09:00","n/e","n/e","n/e","5834","5539","5738"
"14.02.2021 09:00 - 14.02.2021 10:00","n/e","n/e","n/e","6367","6102","5892"
"14.02.2021 10:00 - 14.02.2021 11:00","n/e","n/e","n/e","6729","6393","6060"
"14.02.2021 11:00 - 14.02.2021 12:00","n/e","n/e","n/e","6934","6795","6462"
"14.02.2021 12:00 - 14.02.2021 13:00","n/e","n/e","n/e","7394","7296","6413"
"14.02.2021 13:00 - 14.02.2021 14:00","n/e","n/e","n/e","7899","7744","6942"
"14.02.2021 14:00 - 14.02.2021 15:00","n/e","n/e","n/e","8265","8175","7377"
"14.02.2021 15:00 - 14.02.2021 16:00","n/e","n/e","n/e","8843","8558","7650"
"14.02.2021 16:00 - 14.02.2021 17:00","n/e","n/e","n/e","9401","9040","7509"
"14.02.2021 17:00 - 14.02.2021 18:00","n/e","n/e","n/e","9872","9712","8024"
"14.02.2021 18:00 - 14.02.2021 19:00","n/e","n/e","n/e","10475","10485","9491"
"14.02.2021 19:00 - 14.02.2021 20:00","n/e","n/e","n/e","10985","11088","11038"
"14.02.2021 20:00 - 14.02.2021 21:00","n/e","n/e","n/e","11360","11540","11430"
"14.02.2021 21:00 - 14.02.2021 22:00","n/e","n/e","n/e","11410","11694","11547"
"14.02.2021 22:00 - 14.02.2021 23:00","n/e","n/e","n/e","11290","11664","11378"
"14.02.2021 23:00 - 15.02.2021 00:00","n/e","n/e","n/e","11107","11594","11096"
"15.02.2021 00:00 - 15.02.2021 01:00","n/e","n/e","n/e","10770","9250","9250"
"15.02.2021 01:00 - 15.02.2021 02:00","n/e","n/e","n/e","10503","8241","8241"
"15.02.2021 02:00 - 15.02.2021 03:00","n/e","n/e","n/e","10223","7578","7578"
"15.02.2021 03:00 - 15.02.2021 04:00","n/e","n/e","n/e","9937","7345","7345"
"15.02.2021 04:00 - 15.02.2021 05:00","n/e","n/e","n/e","9720","7053","7053"
"15.02.2021 05:00 - 15.02.2021 06:00","n/e","n/e","n/e","9522","6906","6906"
"15.02.2021 06:00 - 15.02.2021 07:00","n/e","n/e","n/e","9315","7613","7613"
"15.02.2021 07:00 - 15.02.2021 08:00","n/e","n/e","n/e","9348","8742","8742"
"15.02.2021 08:00 - 15.02.2021 09:00","n/e","n/e","n/e","9375","8519","9204"
"15.02.2021 09:00 - 15.02.2021 10:00","n/e","n/e","n/e","9396","8805","9064"
"15.02.2021 10:00 - 15.02.2021 11:00","n/e","n/e","n/e","9261","8527","8677"
"15.02.2021 11:00 - 15.02.2021 12:00","n/e","n/e","n/e","9139","8388","8515"
"15.02.2021 12:00 - 15.02.2021 13:00","n/e","n/e","n/e","9028","8486","8397"
"15.02.2021 13:00 - 15.02.2021 14:00","n/e","n/e","n/e","9072","8780","8350"
"15.02.2021 14:00 - 15.02.2021 15:00","n/e","n/e","n/e","9141","8773","8442"
"15.02.2021 15:00 - 15.02.2021 16:00","n/e","n/e","n/e","9219","8953","8389"
"15.02.2021 16:00 - 15.02.2021 17:00","n/e","n/e","n/e","9611","9267","8498"
"15.02.2021 17:00 - 15.02.2021 18:00","n/e","n/e","n/e","10019","9722","8528"
"15.02.2021 18:00 - 15.02.2021 19:00","n/e","n/e","n/e","10463","10275","9487"
"15.02.2021 19:00 - 15.02.2021 20:00","n/e","n/e","n/e","10811","10862","10838"
"15.02.2021 20:00 - 15.02.2021 21:00","n/e","n/e","n/e","11104","11182","11628"
"15.02.2021 21:00 - 15.02.2021 22:00","n/e","n/e","n/e","11334","11394","12076"
"15.02.2021 22:00 - 15.02.2021 23:00","n/e","n/e","n/e","11134","11274","12164"
"15.02.2021 23:00 - 16.02.2021 00:00","n/e","n/e","n/e","10880","11010","11690"
"16.02.2021 00:00 - 16.02.2021 01:00","n/e","n/e","n/e","10806","10741","10741"
"16.02.2021 01:00 - 16.02.2021 02:00","n/e","n/e","n/e","10499","9499","9499"
"16.02.2021 02:00 - 16.02.2021 03:00","n/e","n/e","n/e","10051","8834","8834"
"16.02.2021 03:00 - 16.02.2021 04:00","n/e","n/e","n/e","9693","8183","8183"
"16.02.2021 04:00 - 16.02.2021 05:00","n/e","n/e","n/e","9697","7885","7885"
"16.02.2021 05:00 - 16.02.2021 06:00","n/e","n/e","n/e","9695","8022","8022"
"16.02.2021 06:00 - 16.02.2021 07:00","n/e","n/e","n/e","9695","9420","9420"
"16.02.2021 07:00 - 16.02.2021 08:00","n/e","n/e","n/e","9450","10387","10387"
"16.02.2021 08:00 - 16.02.2021 09:00","n/e","n/e","n/e","8989","9807","10499"
"16.02.2021 09:00 - 16.02.2021 10:00","n/e","n/e","n/e","8363","9141","9984"
"16.02.2021 10:00 - 16.02.2021 11:00","n/e","n/e","n/e","7886","8631","9877"
"16.02.2021 11:00 - 16.02.2021 12:00","n/e","n/e","n/e","7665","8500","9666"
"16.02.2021 12:00 - 16.02.2021 13:00","n/e","n/e","n/e","7582","8426","9242"
"16.02.2021 13:00 - 16.02.2021 14:00","n/e","n/e","n/e","7484","8461","9421"
"16.02.2021 14:00 - 16.02.2021 15:00","n/e","n/e","n/e","7286","8102","9127"
"16.02.2021 15:00 - 16.02.2021 16:00","n/e","n/e","n/e","6971","7616","8526"
"16.02.2021 16:00 - 16.02.2021 17:00","n/e","n/e","n/e","6447","6735","7713"
"16.02.2021 17:00 - 16.02.2021 18:00","n/e","n/e","n/e","5867","6032","6673"
"16.02.2021 18:00 - 16.02.2021 19:00","n/e","n/e","n/e","5385","5483","5867"
"16.02.2021 19:00 - 16.02.2021 20:00","n/e","n/e","n/e","5321","5354","5386"
"16.02.2021 20:00 - 16.02.2021 21:00","n/e","n/e","n/e","5352","5270","5084"
"16.02.2021 21:00 - 16.02.2021 22:00","n/e","n/e","n/e","5396","5245","5052"
"16.02.2021 22:00 - 16.02.2021 23:00","n/e","n/e","n/e","5340","5135","5219"
"16.02.2021 23:00 - 17.02.2021 00:00","n/e","n/e","n/e","5281","5022","5204"
"17.02.2021 00:00 - 17.02.2021 01:00","n/e","n/e","n/e","4639","5094","5094"
"17.02.2021 01:00 - 17.02.2021 02:00","n/e","n/e","n/e","4523","4851","4851"
"17.02.2021 02:00 - 17.02.2021 03:00","n/e","n/e","n/e","4418","4446","4446"
"17.02.2021 03:00 - 17.02.2021 04:00","n/e","n/e","n/e","4334","4298","4298"
"17.02.2021 04:00 - 17.02.2021 05:00","n/e","n/e","n/e","4262","4341","4341"
"17.02.2021 05:00 - 17.02.2021 06:00","n/e","n/e","n/e","4253","4280","4280"
"17.02.2021 06:00 - 17.02.2021 07:00","n/e","n/e","n/e","4343","4378","4378"
"17.02.2021 07:00 - 17.02.2021 08:00","n/e","n/e","n/e","4535","4400","4400"
"17.02.2021 08:00 - 17.02.2021 09:00","n/e","n/e","n/e","4744","4691","4671"
"17.02.2021 09:00 - 17.02.2021 10:00","n/e","n/e","n/e","4918","4992","4704"
"17.02.2021 10:00 - 17.02.2021 11:00","n/e","n/e","n/e","5233","5614","4928"
"17.02.2021 11:00 - 17.02.2021 12:00","n/e","n/e","n/e","5740","6304","5254"
"17.02.2021 12:00 - 17.02.2021 13:00","n/e","n/e","n/e","6352","7077","6290"
"17.02.2021 13:00 - 17.02.2021 14:00","n/e","n/e","n/e","6912","7362","7108"
"17.02.2021 14:00 - 17.02.2021 15:00","n/e","n/e","n/e","7306","7520","7713"
"17.02.2021 15:00 - 17.02.2021 16:00","n/e","n/e","n/e","7613","7595","7694"
"17.02.2021 16:00 - 17.02.2021 17:00","n/e","n/e","n/e","7737","7685","7382"
"17.02.2021 17:00 - 17.02.2021 18:00","n/e","n/e","n/e","7807","7798","6738"
"17.02.2021 18:00 - 17.02.2021 19:00","n/e","n/e","n/e","8092","7878","6832"
"17.02.2021 19:00 - 17.02.2021 20:00","n/e","n/e","n/e","8712","8255","7780"
"17.02.2021 20:00 - 17.02.2021 21:00","n/e","n/e","n/e","9222","8853","8729"
"17.02.2021 21:00 - 17.02.2021 22:00","n/e","n/e","n/e","9481","9398","9222"
"17.02.2021 22:00 - 17.02.2021 23:00","n/e","n/e","n/e","9604","9570","9788"
"17.02.2021 23:00 - 18.02.2021 00:00","n/e","n/e","n/e","9655","9577","9849"
"18.02.2021 00:00 - 18.02.2021 01:00","n/e","n/e","n/e","9500","10173","10173"
"18.02.2021 01:00 - 18.02.2021 02:00","n/e","n/e","n/e","9259","9972","9972"
"18.02.2021 02:00 - 18.02.2021 03:00","n/e","n/e","n/e","9057","10115","10115"
"18.02.2021 03:00 - 18.02.2021 04:00","n/e","n/e","n/e","8964","10300","10300"
"18.02.2021 04:00 - 18.02.2021 05:00","n/e","n/e","n/e","8920","9937","9937"
"18.02.2021 05:00 - 18.02.2021 06:00","n/e","n/e","n/e","8814","9581","9581"
"18.02.2021 06:00 - 18.02.2021 07:00","n/e","n/e","n/e","8752","9066","9066"
"18.02.2021 07:00 - 18.02.2021 08:00","n/e","n/e","n/e","8538","8804","8804"
"18.02.2021 08:00 - 18.02.2021 09:00","n/e","n/e","n/e","8239","8587","8520"
"18.02.2021 09:00 - 18.02.2021 10:00","n/e","n/e","n/e","7887","8226","7817"
"18.02.2021 10:00 - 18.02.2021 11:00","n/e","n/e","n/e","7881","8065","7363"
"18.02.2021 11:00 - 18.02.2021 12:00","n/e","n/e","n/e","7866","7924","7582"
"18.02.2021 12:00 - 18.02.2021 13:00","n/e","n/e","n/e","7983","7718","7947"
"18.02.2021 13:00 - 18.02.2021 14:00","n/e","n/e","n/e","7812","7929","8378"
"18.02.2021 14:00 - 18.02.2021 15:00","n/e","n/e","n/e","7675","7951","8883"
"18.02.2021 15:00 - 18.02.2021 16:00","n/e","n/e","n/e","7462","8033","9582"
"18.02.2021 16:00 - 18.02.2021 17:00","n/e","n/e","n/e","6860","7531","9377"
"18.02.2021 17:00 - 18.02.2021 18:00","n/e","n/e","n/e","6201","7012","8502"
"18.02.2021 18:00 - 18.02.2021 19:00","n/e","n/e","n/e","5635","6598","7607"
"18.02.2021 19:00 - 18.02.2021 20:00","n/e","n/e","n/e","5600","6526","6798"
"18.02.2021 20:00 - 18.02.2021 21:00","n/e","n/e","n/e","5690","6603","7172"
"18.02.2021 21:00 - 18.02.2021 22:00","n/e","n/e","n/e","5914","6848","7710"
"18.02.2021 22:00 - 18.02.2021 23:00","n/e","n/e","n/e","6423","7227","8085"
"18.02.2021 23:00 - 19.02.2021 00:00","n/e","n/e","n/e","6888","7581","8266"
"19.02.2021 00:00 - 19.02.2021 01:00","n/e","n/e","n/e","7858","8198","8198"
"19.02.2021 01:00 - 19.02.2021 02:00","n/e","n/e","n/e","7854","8178","8178"
"19.02.2021 02:00 - 19.02.2021 03:00","n/e","n/e","n/e","7830","8301","8301"
"19.02.2021 03:00 - 19.02.2021 04:00","n/e","n/e","n/e","7851","8346","8346"
"19.02.2021 04:00 - 19.02.2021 05:00","n/e","n/e","n/e","7899","8332","8332"
"19.02.2021 05:00 - 19.02.2021 06:00","n/e","n/e","n/e","8033","8445","8445"
"19.02.2021 06:00 - 19.02.2021 07:00","n/e","n/e","n/e","8242","8372","8372"
"19.02.2021 07:00 - 19.02.2021 08:00","n/e","n/e","n/e","8136","8530","8530"
"19.02.2021 08:00 - 19.02.2021 09:00","n/e","n/e","n/e","7968","8369","8663"
"19.02.2021 09:00 - 19.02.2021 10:00","n/e","n/e","n/e","7779","8064","8597"
"19.02.2021 10:00 - 19.02.2021 11:00","n/e","n/e","n/e","8315","8220","8404"
