"MTU (CET/CEST)","Generation - Wind Offshore [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore [MW] Intraday / BZN|ES","Generation - Wind Offshore [MW] Current / BZN|ES","Generation - Wind Onshore [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore [MW] Intraday / BZN|ES","Generation - Wind Onshore [MW] Current / BZN|ES"
"03.01.2021 19:00 - 03.01.2021 20:00","n/e","n/e","n/e","8194","7825","8272"
"03.01.2021 20:00 - 03.01.2021 21:00","n/e","n/e","n/e","8133","7748","8032"
"03.01.2021 21:00 - 03.01.2021 22:00","n/e","n/e","n/e","8111","7674","8082"
"03.01.2021 22:00 - 03.01.2021 23:00","n/e","n/e","n/e","7966","7432","8104"
"03.01.2021 23:00 - 04.01.2021 00:00","n/e","n/e","n/e","7800","7178","7166"
"04.01.2021 00:00 - 04.01.2021 01:00","n/e","n/e","n/e","7212","6222","6222"
"04.01.2021 01:00 - 04.01.2021 02:00","n/e","n/e","n/e","7137","6061","6061"
"04.01.2021 02:00 - 04.01.2021 03:00","n/e","n/e","n/e","7026","6247","6247"
"04.01.2021 03:00 - 04.01.2021 04:00","n/e","n/e","n/e","6948","6139","6139"
"04.01.2021 04:00 - 04.01.2021 05:00","n/e","n/e","n/e","6750","5935","5935"
"04.01.2021 05:00 - 04.01.2021 06:00","n/e","n/e","n/e","6615","5936","5936"
"04.01.2021 06:00 - 04.01.2021 07:00","n/e","n/e","n/e","6484","5782","5782"
"04.01.2021 07:00 - 04.01.2021 08:00","n/e","n/e","n/e","6267","5802","5802"
"04.01.2021 08:00 - 04.01.2021 09:00","n/e","n/e","n/e","6022","5815","5660"
"04.01.2021 09:00 - 04.01.2021 10:00","n/e","n/e","n/e","5797","5784","5352"
"04.01.2021 10:00 - 04.01.2021 11:00","n/e","n/e","n/e","5718","5721","4896"
"04.01.2021 11:00 - 04.01.2021 12:00","n/e","n/e","n/e","5792","5798","4956"
"04.01.2021 12:00 - 04.01.2021 13:00","n/e","n/e","n/e","5922","5952","5621"
"04.01.2021 13:00 - 04.01.2021 14:00","n/e","n/e","n/e","6026","6043","5998"
"04.01.2021 14:00 - 04.01.2021 15:00","n/e","n/e","n/e","6091","6062","6091"
"04.01.2021 15:00 - 04.01.2021 16:00","n/e","n/e","n/e","6104","6016","6087"
"04.01.2021 16:00 - 04.01.2021 17:00","n/e","n/e","n/e","5797","5550","5728"
"04.01.2021 17:00 - 04.01.2021 18:00","n/e","n/e","n/e","5322","5133","4788"
"04.01.2021 18:00 - 04.01.2021 19:00","n/e","n/e","n/e","5081","4863","4233"
"04.01.2021 19:00 - 04.01.2021 20:00","n/e","n/e","n/e","5039","4889","4703"
"04.01.2021 20:00 - 04.01.2021 21:00","n/e","n/e","n/e","5075","4946","5139"
"04.01.2021 21:00 - 04.01.2021 22:00","n/e","n/e","n/e","5163","5005","5156"
"04.01.2021 22:00 - 04.01.2021 23:00","n/e","n/e","n/e","5031","4937","5057"
"04.01.2021 23:00 - 05.01.2021 00:00","n/e","n/e","n/e","4793","4844","4797"
"05.01.2021 00:00 - 05.01.2021 01:00","n/e","n/e","n/e","4572","4521","4521"
"05.01.2021 01:00 - 05.01.2021 02:00","n/e","n/e","n/e","4418","4150","4150"
"05.01.2021 02:00 - 05.01.2021 03:00","n/e","n/e","n/e","4228","4081","4081"
"05.01.2021 03:00 - 05.01.2021 04:00","n/e","n/e","n/e","4143","4181","4181"
"05.01.2021 04:00 - 05.01.2021 05:00","n/e","n/e","n/e","4059","4058","4058"
"05.01.2021 05:00 - 05.01.2021 06:00","n/e","n/e","n/e","3926","3751","3751"
"05.01.2021 06:00 - 05.01.2021 07:00","n/e","n/e","n/e","3798","3643","3643"
"05.01.2021 07:00 - 05.01.2021 08:00","n/e","n/e","n/e","3482","3495","3495"
"05.01.2021 08:00 - 05.01.2021 09:00","n/e","n/e","n/e","3001","3164","3177"
"05.01.2021 09:00 - 05.01.2021 10:00","n/e","n/e","n/e","2625","2746","2903"
"05.01.2021 10:00 - 05.01.2021 11:00","n/e","n/e","n/e","2307","2441","2454"
"05.01.2021 11:00 - 05.01.2021 12:00","n/e","n/e","n/e","2074","2302","2131"
"05.01.2021 12:00 - 05.01.2021 13:00","n/e","n/e","n/e","1965","2130","2069"
"05.01.2021 13:00 - 05.01.2021 14:00","n/e","n/e","n/e","1944","2079","2183"
"05.01.2021 14:00 - 05.01.2021 15:00","n/e","n/e","n/e","1890","2010","2412"
"05.01.2021 15:00 - 05.01.2021 16:00","n/e","n/e","n/e","1893","1955","2377"
"05.01.2021 16:00 - 05.01.2021 17:00","n/e","n/e","n/e","1893","1870","2321"
"05.01.2021 17:00 - 05.01.2021 18:00","n/e","n/e","n/e","1918","1879","2331"
"05.01.2021 18:00 - 05.01.2021 19:00","n/e","n/e","n/e","2018","1977","2202"
"05.01.2021 19:00 - 05.01.2021 20:00","n/e","n/e","n/e","2051","1972","2422"
"05.01.2021 20:00 - 05.01.2021 21:00","n/e","n/e","n/e","2096","1887","2632"
"05.01.2021 21:00 - 05.01.2021 22:00","n/e","n/e","n/e","2205","1884","2964"
"05.01.2021 22:00 - 05.01.2021 23:00","n/e","n/e","n/e","2187","1915","3081"
"05.01.2021 23:00 - 06.01.2021 00:00","n/e","n/e","n/e","2235","1909","3103"
"06.01.2021 00:00 - 06.01.2021 01:00","n/e","n/e","n/e","2347","3041","3041"
"06.01.2021 01:00 - 06.01.2021 02:00","n/e","n/e","n/e","2350","3076","3076"
"06.01.2021 02:00 - 06.01.2021 03:00","n/e","n/e","n/e","2324","3149","3149"
"06.01.2021 03:00 - 06.01.2021 04:00","n/e","n/e","n/e","2388","2999","2999"
"06.01.2021 04:00 - 06.01.2021 05:00","n/e","n/e","n/e","2433","2781","2781"
"06.01.2021 05:00 - 06.01.2021 06:00","n/e","n/e","n/e","2485","2630","2630"
"06.01.2021 06:00 - 06.01.2021 07:00","n/e","n/e","n/e","2566","2480","2480"
"06.01.2021 07:00 - 06.01.2021 08:00","n/e","n/e","n/e","2540","2259","2259"
"06.01.2021 08:00 - 06.01.2021 09:00","n/e","n/e","n/e","2498","2251","2214"
"06.01.2021 09:00 - 06.01.2021 10:00","n/e","n/e","n/e","2456","2267","2184"
"06.01.2021 10:00 - 06.01.2021 11:00","n/e","n/e","n/e","2382","2244","1997"
"06.01.2021 11:00 - 06.01.2021 12:00","n/e","n/e","n/e","2336","2344","2074"
"06.01.2021 12:00 - 06.01.2021 13:00","n/e","n/e","n/e","2355","2414","2296"
"06.01.2021 13:00 - 06.01.2021 14:00","n/e","n/e","n/e","2493","2538","2492"
"06.01.2021 14:00 - 06.01.2021 15:00","n/e","n/e","n/e","2666","2655","2681"
"06.01.2021 15:00 - 06.01.2021 16:00","n/e","n/e","n/e","2843","2817","2792"
"06.01.2021 16:00 - 06.01.2021 17:00","n/e","n/e","n/e","3116","3012","2891"
"06.01.2021 17:00 - 06.01.2021 18:00","n/e","n/e","n/e","3404","3308","2816"
"06.01.2021 18:00 - 06.01.2021 19:00","n/e","n/e","n/e","3786","3724","3258"
"06.01.2021 19:00 - 06.01.2021 20:00","n/e","n/e","n/e","4203","4170","3440"
"06.01.2021 20:00 - 06.01.2021 21:00","n/e","n/e","n/e","4463","4533","3739"
"06.01.2021 21:00 - 06.01.2021 22:00","n/e","n/e","n/e","4680","4866","4191"
"06.01.2021 22:00 - 06.01.2021 23:00","n/e","n/e","n/e","4633","5023","4391"
"06.01.2021 23:00 - 07.01.2021 00:00","n/e","n/e","n/e","4606","5190","4477"
"07.01.2021 00:00 - 07.01.2021 01:00","n/e","n/e","n/e","5266","4405","4405"
"07.01.2021 01:00 - 07.01.2021 02:00","n/e","n/e","n/e","5220","4312","4312"
"07.01.2021 02:00 - 07.01.2021 03:00","n/e","n/e","n/e","5165","4441","4441"
"07.01.2021 03:00 - 07.01.2021 04:00","n/e","n/e","n/e","5042","4255","4255"
"07.01.2021 04:00 - 07.01.2021 05:00","n/e","n/e","n/e","4913","4075","4075"
"07.01.2021 05:00 - 07.01.2021 06:00","n/e","n/e","n/e","4958","3944","3944"
"07.01.2021 06:00 - 07.01.2021 07:00","n/e","n/e","n/e","5105","4064","4064"
"07.01.2021 07:00 - 07.01.2021 08:00","n/e","n/e","n/e","5120","4181","4181"
"07.01.2021 08:00 - 07.01.2021 09:00","n/e","n/e","n/e","5049","4237","4298"
"07.01.2021 09:00 - 07.01.2021 10:00","n/e","n/e","n/e","4916","4156","4355"
"07.01.2021 10:00 - 07.01.2021 11:00","n/e","n/e","n/e","4529","3788","4161"
"07.01.2021 11:00 - 07.01.2021 12:00","n/e","n/e","n/e","4121","3348","3461"
"07.01.2021 12:00 - 07.01.2021 13:00","n/e","n/e","n/e","3766","3056","3214"
"07.01.2021 13:00 - 07.01.2021 14:00","n/e","n/e","n/e","3649","2885","2923"
"07.01.2021 14:00 - 07.01.2021 15:00","n/e","n/e","n/e","3532","2812","2795"
"07.01.2021 15:00 - 07.01.2021 16:00","n/e","n/e","n/e","3489","2843","2697"
"07.01.2021 16:00 - 07.01.2021 17:00","n/e","n/e","n/e","3661","2989","2861"
"07.01.2021 17:00 - 07.01.2021 18:00","n/e","n/e","n/e","3896","3348","3225"
"07.01.2021 18:00 - 07.01.2021 19:00","n/e","n/e","n/e","4218","3910","3673"
"07.01.2021 19:00 - 07.01.2021 20:00","n/e","n/e","n/e","4397","4425","4723"
"07.01.2021 20:00 - 07.01.2021 21:00","n/e","n/e","n/e","4511","4716","5379"
"07.01.2021 21:00 - 07.01.2021 22:00","n/e","n/e","n/e","4585","4852","5840"
"07.01.2021 22:00 - 07.01.2021 23:00","n/e","n/e","n/e","4616","4945","6369"
"07.01.2021 23:00 - 08.01.2021 00:00","n/e","n/e","n/e","4760","5047","6571"
"08.01.2021 00:00 - 08.01.2021 01:00","n/e","n/e","n/e","6648","6515","6515"
"08.01.2021 01:00 - 08.01.2021 02:00","n/e","n/e","n/e","6971","7084","7084"
"08.01.2021 02:00 - 08.01.2021 03:00","n/e","n/e","n/e","7041","7942","7942"
"08.01.2021 03:00 - 08.01.2021 04:00","n/e","n/e","n/e","7422","8618","8618"
"08.01.2021 04:00 - 08.01.2021 05:00","n/e","n/e","n/e","7833","8732","8732"
"08.01.2021 05:00 - 08.01.2021 06:00","n/e","n/e","n/e","8238","8801","8801"
"08.01.2021 06:00 - 08.01.2021 07:00","n/e","n/e","n/e","8625","9108","9108"
"08.01.2021 07:00 - 08.01.2021 08:00","n/e","n/e","n/e","8821","9724","9724"
"08.01.2021 08:00 - 08.01.2021 09:00","n/e","n/e","n/e","8936","9867","9986"
"08.01.2021 09:00 - 08.01.2021 10:00","n/e","n/e","n/e","9105","9824","10209"
"08.01.2021 10:00 - 08.01.2021 11:00","n/e","n/e","n/e","9190","9729","9841"
"08.01.2021 11:00 - 08.01.2021 12:00","n/e","n/e","n/e","9185","9873","9633"
"08.01.2021 12:00 - 08.01.2021 13:00","n/e","n/e","n/e","9350","9906","9278"
"08.01.2021 13:00 - 08.01.2021 14:00","n/e","n/e","n/e","9584","10093","9385"
"08.01.2021 14:00 - 08.01.2021 15:00","n/e","n/e","n/e","9749","10385","9399"
"08.01.2021 15:00 - 08.01.2021 16:00","n/e","n/e","n/e","9953","10687","9624"
"08.01.2021 16:00 - 08.01.2021 17:00","n/e","n/e","n/e","10162","10781","9745"
"08.01.2021 17:00 - 08.01.2021 18:00","n/e","n/e","n/e","10403","10841","10069"
"08.01.2021 18:00 - 08.01.2021 19:00","n/e","n/e","n/e","10700","10931","10190"
"08.01.2021 19:00 - 08.01.2021 20:00","n/e","n/e","n/e","10881","10823","10321"
"08.01.2021 20:00 - 08.01.2021 21:00","n/e","n/e","n/e","10872","10582","10106"
"08.01.2021 21:00 - 08.01.2021 22:00","n/e","n/e","n/e","10749","10421","9944"
"08.01.2021 22:00 - 08.01.2021 23:00","n/e","n/e","n/e","10600","10283","10211"
"08.01.2021 23:00 - 09.01.2021 00:00","n/e","n/e","n/e","10453","10136","9898"
"09.01.2021 00:00 - 09.01.2021 01:00","n/e","n/e","n/e","9882","10053","10053"
"09.01.2021 01:00 - 09.01.2021 02:00","n/e","n/e","n/e","9955","10063","10063"
"09.01.2021 02:00 - 09.01.2021 03:00","n/e","n/e","n/e","10074","10030","10030"
"09.01.2021 03:00 - 09.01.2021 04:00","n/e","n/e","n/e","10313","10139","10139"
"09.01.2021 04:00 - 09.01.2021 05:00","n/e","n/e","n/e","10493","10221","10221"
"09.01.2021 05:00 - 09.01.2021 06:00","n/e","n/e","n/e","10684","10331","10331"
"09.01.2021 06:00 - 09.01.2021 07:00","n/e","n/e","n/e","10887","10516","10516"
"09.01.2021 07:00 - 09.01.2021 08:00","n/e","n/e","n/e","11102","10555","10555"
"09.01.2021 08:00 - 09.01.2021 09:00","n/e","n/e","n/e","11238","10683","10599"
"09.01.2021 09:00 - 09.01.2021 10:00","n/e","n/e","n/e","11273","10678","10629"
"09.01.2021 10:00 - 09.01.2021 11:00","n/e","n/e","n/e","11170","10442","10248"
"09.01.2021 11:00 - 09.01.2021 12:00","n/e","n/e","n/e","11128","10275","10661"
"09.01.2021 12:00 - 09.01.2021 13:00","n/e","n/e","n/e","11113","10445","11163"
"09.01.2021 13:00 - 09.01.2021 14:00","n/e","n/e","n/e","10935","10545","11266"
"09.01.2021 14:00 - 09.01.2021 15:00","n/e","n/e","n/e","10616","10473","10925"
"09.01.2021 15:00 - 09.01.2021 16:00","n/e","n/e","n/e","10285","10239","10748"
"09.01.2021 16:00 - 09.01.2021 17:00","n/e","n/e","n/e","9919","9902","10488"
"09.01.2021 17:00 - 09.01.2021 18:00","n/e","n/e","n/e","9531","9576","10355"
"09.01.2021 18:00 - 09.01.2021 19:00","n/e","n/e","n/e","9102","9402","9944"
"09.01.2021 19:00 - 09.01.2021 20:00","n/e","n/e","n/e","9101","9562","9727"
"09.01.2021 20:00 - 09.01.2021 21:00","n/e","n/e","n/e","8941","9529","9411"
"09.01.2021 21:00 - 09.01.2021 22:00","n/e","n/e","n/e","8775","9495","9291"
"09.01.2021 22:00 - 09.01.2021 23:00","n/e","n/e","n/e","8628","9503","9012"
"09.01.2021 23:00 - 10.01.2021 00:00","n/e","n/e","n/e","8498","9396","9077"
"10.01.2021 00:00 - 10.01.2021 01:00","n/e","n/e","n/e","10088","9066","9066"
"10.01.2021 01:00 - 10.01.2021 02:00","n/e","n/e","n/e","10293","9208","9208"
"10.01.2021 02:00 - 10.01.2021 03:00","n/e","n/e","n/e","10596","9311","9311"
"10.01.2021 03:00 - 10.01.2021 04:00","n/e","n/e","n/e","10800","9727","9727"
"10.01.2021 04:00 - 10.01.2021 05:00","n/e","n/e","n/e","10727","10127","10127"
"10.01.2021 05:00 - 10.01.2021 06:00","n/e","n/e","n/e","10648","10422","10422"
"10.01.2021 06:00 - 10.01.2021 07:00","n/e","n/e","n/e","10544","10538","10538"
"10.01.2021 07:00 - 10.01.2021 08:00","n/e","n/e","n/e","10454","10778","10778"
"10.01.2021 08:00 - 10.01.2021 09:00","n/e","n/e","n/e","10355","10730","10857"
"10.01.2021 09:00 - 10.01.2021 10:00","n/e","n/e","n/e","10264","10638","10652"
"10.01.2021 10:00 - 10.01.2021 11:00","n/e","n/e","n/e","10232","10546","10475"
"10.01.2021 11:00 - 10.01.2021 12:00","n/e","n/e","n/e","10227","10411","10496"
"10.01.2021 12:00 - 10.01.2021 13:00","n/e","n/e","n/e","10257","10356","10470"
"10.01.2021 13:00 - 10.01.2021 14:00","n/e","n/e","n/e","10225","10299","10579"
"10.01.2021 14:00 - 10.01.2021 15:00","n/e","n/e","n/e","10134","10271","10717"
"10.01.2021 15:00 - 10.01.2021 16:00","n/e","n/e","n/e","10155","10188","10778"
"10.01.2021 16:00 - 10.01.2021 17:00","n/e","n/e","n/e","10224","10311","10873"
"10.01.2021 17:00 - 10.01.2021 18:00","n/e","n/e","n/e","10371","10360","11053"
"10.01.2021 18:00 - 10.01.2021 19:00","n/e","n/e","n/e","10542","10645","11058"
"10.01.2021 19:00 - 10.01.2021 20:00","n/e","n/e","n/e","10697","10839","11115"
"10.01.2021 20:00 - 10.01.2021 21:00","n/e","n/e","n/e","10686","10974","11267"
"10.01.2021 21:00 - 10.01.2021 22:00","n/e","n/e","n/e","10674","10961","11367"
"10.01.2021 22:00 - 10.01.2021 23:00","n/e","n/e","n/e","10579","10808","11471"
"10.01.2021 23:00 - 11.01.2021 00:00","n/e","n/e","n/e","10548","10652","11289"
"11.01.2021 00:00 - 11.01.2021 01:00","n/e","n/e","n/e","10888","11287","11287"
"11.01.2021 01:00 - 11.01.2021 02:00","n/e","n/e","n/e","10718","10819","10819"
"11.01.2021 02:00 - 11.01.2021 03:00","n/e","n/e","n/e","10491","10550","10550"
"11.01.2021 03:00 - 11.01.2021 04:00","n/e","n/e","n/e","10258","10527","10527"
"11.01.2021 04:00 - 11.01.2021 05:00","n/e","n/e","n/e","10102","10414","10414"
"11.01.2021 05:00 - 11.01.2021 06:00","n/e","n/e","n/e","9956","10375","10375"
"11.01.2021 06:00 - 11.01.2021 07:00","n/e","n/e","n/e","9836","10238","10238"
"11.01.2021 07:00 - 11.01.2021 08:00","n/e","n/e","n/e","9663","10182","10182"
"11.01.2021 08:00 - 11.01.2021 09:00","n/e","n/e","n/e","9425","9872","9848"
"11.01.2021 09:00 - 11.01.2021 10:00","n/e","n/e","n/e","9143","9530","9486"
"11.01.2021 10:00 - 11.01.2021 11:00","n/e","n/e","n/e","8997","9315","9367"
"11.01.2021 11:00 - 11.01.2021 12:00","n/e","n/e","n/e","8918","9194","9004"
"11.01.2021 12:00 - 11.01.2021 13:00","n/e","n/e","n/e","8872","9032","8977"
"11.01.2021 13:00 - 11.01.2021 14:00","n/e","n/e","n/e","8745","8746","8842"
"11.01.2021 14:00 - 11.01.2021 15:00","n/e","n/e","n/e","8711","8491","8857"
"11.01.2021 15:00 - 11.01.2021 16:00","n/e","n/e","n/e","8648","8221","9049"
"11.01.2021 16:00 - 11.01.2021 17:00","n/e","n/e","n/e","8710","7962","9039"
"11.01.2021 17:00 - 11.01.2021 18:00","n/e","n/e","n/e","8736","7839","8906"
"11.01.2021 18:00 - 11.01.2021 19:00","n/e","n/e","n/e","8965","8080","9293"
"11.01.2021 19:00 - 11.01.2021 20:00","n/e","n/e","n/e","8988","8369","9709"
"11.01.2021 20:00 - 11.01.2021 21:00","n/e","n/e","n/e","8898","8433","9863"
"11.01.2021 21:00 - 11.01.2021 22:00","n/e","n/e","n/e","8718","8283","9482"
"11.01.2021 22:00 - 11.01.2021 23:00","n/e","n/e","n/e","8301","7861","9126"
"11.01.2021 23:00 - 12.01.2021 00:00","n/e","n/e","n/e","7880","7349","8499"
"12.01.2021 00:00 - 12.01.2021 01:00","n/e","n/e","n/e","7390","8006","8006"
"12.01.2021 01:00 - 12.01.2021 02:00","n/e","n/e","n/e","7116","7490","7490"
"12.01.2021 02:00 - 12.01.2021 03:00","n/e","n/e","n/e","6861","6849","6849"
"12.01.2021 03:00 - 12.01.2021 04:00","n/e","n/e","n/e","6608","6385","6385"
"12.01.2021 04:00 - 12.01.2021 05:00","n/e","n/e","n/e","6446","6523","6523"
"12.01.2021 05:00 - 12.01.2021 06:00","n/e","n/e","n/e","6342","6764","6764"
"12.01.2021 06:00 - 12.01.2021 07:00","n/e","n/e","n/e","6302","6835","6835"
"12.01.2021 07:00 - 12.01.2021 08:00","n/e","n/e","n/e","6268","6880","6880"
"12.01.2021 08:00 - 12.01.2021 09:00","n/e","n/e","n/e","6168","6723","6880"
"12.01.2021 09:00 - 12.01.2021 10:00","n/e","n/e","n/e","5981","6552","6840"
"12.01.2021 10:00 - 12.01.2021 11:00","n/e","n/e","n/e","5624","6162","6500"
"12.01.2021 11:00 - 12.01.2021 12:00","n/e","n/e","n/e","5235","5788","6032"
"12.01.2021 12:00 - 12.01.2021 13:00","n/e","n/e","n/e","4903","5327","5984"
"12.01.2021 13:00 - 12.01.2021 14:00","n/e","n/e","n/e","4913","5378","5936"
"12.01.2021 14:00 - 12.01.2021 15:00","n/e","n/e","n/e","5221","5529","6284"
"12.01.2021 15:00 - 12.01.2021 16:00","n/e","n/e","n/e","5458","5729","6500"
"12.01.2021 16:00 - 12.01.2021 17:00","n/e","n/e","n/e","5877","6130","6809"
"12.01.2021 17:00 - 12.01.2021 18:00","n/e","n/e","n/e","6279","6562","7157"
"12.01.2021 18:00 - 12.01.2021 19:00","n/e","n/e","n/e","6694","7065","7831"
"12.01.2021 19:00 - 12.01.2021 20:00","n/e","n/e","n/e","6909","7255","8400"
"12.01.2021 20:00 - 12.01.2021 21:00","n/e","n/e","n/e","6923","7269","8173"
"12.01.2021 21:00 - 12.01.2021 22:00","n/e","n/e","n/e","6900","7262","8163"
"12.01.2021 22:00 - 12.01.2021 23:00","n/e","n/e","n/e","6804","7128","8255"
"12.01.2021 23:00 - 13.01.2021 00:00","n/e","n/e","n/e","6725","6963","7887"
"13.01.2021 00:00 - 13.01.2021 01:00","n/e","n/e","n/e","7250","7996","7996"
"13.01.2021 01:00 - 13.01.2021 02:00","n/e","n/e","n/e","7130","7892","7892"
