"MTU (CET/CEST)","Generation - Wind Offshore [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore [MW] Intraday / BZN|ES","Generation - Wind Offshore [MW] Current / BZN|ES","Generation - Wind Onshore [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore [MW] Intraday / BZN|ES","Generation - Wind Onshore [MW] Current / BZN|ES"
"16.03.2023 05:30 - 16.03.2023 05:45","n/e","n/e","n/e","8591","7900","7900"
"16.03.2023 05:45 - 16.03.2023 06:00","n/e","n/e","n/e","8716","7995","7995"
"16.03.2023 06:00 - 16.03.2023 06:15","n/e","n/e","n/e","8883","8203","8203"
"16.03.2023 06:15 - 16.03.2023 06:30","n/e","n/e","n/e","8967","8276","8276"
"16.03.2023 06:30 - 16.03.2023 06:45","n/e","n/e","n/e","9017","8346","8346"
"16.03.2023 06:45 - 16.03.2023 07:00","n/e","n/e","n/e","9043","8415","8415"
"16.03.2023 07:00 - 16.03.2023 07:15","n/e","n/e","n/e","9050","8317","8317"
"16.03.2023 07:15 - 16.03.2023 07:30","n/e","n/e","n/e","9073","8404","8404"
"16.03.2023 07:30 - 16.03.2023 07:45","n/e","n/e","n/e","9109","8484","8484"
"16.03.2023 07:45 - 16.03.2023 08:00","n/e","n/e","n/e","9140","8543","8543"
"16.03.2023 08:00 - 16.03.2023 08:15","n/e","n/e","n/e","9255","8909","8909"
"16.03.2023 08:15 - 16.03.2023 08:30","n/e","n/e","n/e","9196","8863","8863"
"16.03.2023 08:30 - 16.03.2023 08:45","n/e","n/e","n/e","9065","8792","8792"
"16.03.2023 08:45 - 16.03.2023 09:00","n/e","n/e","n/e","8894","8710","8710"
"16.03.2023 09:00 - 16.03.2023 09:15","n/e","n/e","n/e","8614","8578","9044"
"16.03.2023 09:15 - 16.03.2023 09:30","n/e","n/e","n/e","8501","8529","8965"
"16.03.2023 09:30 - 16.03.2023 09:45","n/e","n/e","n/e","8473","8518","8904"
"16.03.2023 09:45 - 16.03.2023 10:00","n/e","n/e","n/e","8520","8548","8870"
"16.03.2023 10:00 - 16.03.2023 10:15","n/e","n/e","n/e","8563","8548","8315"
"16.03.2023 10:15 - 16.03.2023 10:30","n/e","n/e","n/e","8704","8650","8400"
"16.03.2023 10:30 - 16.03.2023 10:45","n/e","n/e","n/e","8865","8786","8515"
"16.03.2023 10:45 - 16.03.2023 11:00","n/e","n/e","n/e","9039","8948","8655"
"16.03.2023 11:00 - 16.03.2023 11:15","n/e","n/e","n/e","9225","9118","8268"
"16.03.2023 11:15 - 16.03.2023 11:30","n/e","n/e","n/e","9411","9314","8370"
"16.03.2023 11:30 - 16.03.2023 11:45","n/e","n/e","n/e","9597","9516","8513"
"16.03.2023 11:45 - 16.03.2023 12:00","n/e","n/e","n/e","9784","9718","8688"
"16.03.2023 12:00 - 16.03.2023 12:15","n/e","n/e","n/e","9974","9953","9633"
"16.03.2023 12:15 - 16.03.2023 12:30","n/e","n/e","n/e","10169","10134","9783"
"16.03.2023 12:30 - 16.03.2023 12:45","n/e","n/e","n/e","10367","10293","9938"
"16.03.2023 12:45 - 16.03.2023 13:00","n/e","n/e","n/e","10561","10434","10096"
"16.03.2023 13:00 - 16.03.2023 13:15","n/e","n/e","n/e","10800","10584","10280"
"16.03.2023 13:15 - 16.03.2023 13:30","n/e","n/e","n/e","10947","10695","10495"
"16.03.2023 13:30 - 16.03.2023 13:45","n/e","n/e","n/e","11058","10798","10716"
"16.03.2023 13:45 - 16.03.2023 14:00","n/e","n/e","n/e","11149","10900","10927"
"16.03.2023 14:00 - 16.03.2023 14:15","n/e","n/e","n/e","11191","10976","10197"
"16.03.2023 14:15 - 16.03.2023 14:30","n/e","n/e","n/e","11312","11101","10412"
"16.03.2023 14:30 - 16.03.2023 14:45","n/e","n/e","n/e","11473","11250","10617"
"16.03.2023 14:45 - 16.03.2023 15:00","n/e","n/e","n/e","11655","11417","10807"
"16.03.2023 15:00 - 16.03.2023 15:15","n/e","n/e","n/e","11910","11595","10495"
"16.03.2023 15:15 - 16.03.2023 15:30","n/e","n/e","n/e","12054","11785","10745"
"16.03.2023 15:30 - 16.03.2023 15:45","n/e","n/e","n/e","12146","11976","11002"
"16.03.2023 15:45 - 16.03.2023 16:00","n/e","n/e","n/e","12198","12159","11235"
"16.03.2023 16:00 - 16.03.2023 16:15","n/e","n/e","n/e","12218","12387","11415"
"16.03.2023 16:15 - 16.03.2023 16:30","n/e","n/e","n/e","12259","12523","11558"
"16.03.2023 16:30 - 16.03.2023 16:45","n/e","n/e","n/e","12320","12624","11697"
"16.03.2023 16:45 - 16.03.2023 17:00","n/e","n/e","n/e","12392","12698","11821"
"16.03.2023 17:00 - 16.03.2023 17:15","n/e","n/e","n/e","12504","12757","12052"
"16.03.2023 17:15 - 16.03.2023 17:30","n/e","n/e","n/e","12552","12818","12124"
"16.03.2023 17:30 - 16.03.2023 17:45","n/e","n/e","n/e","12569","12888","12185"
"16.03.2023 17:45 - 16.03.2023 18:00","n/e","n/e","n/e","12563","12961","12241"
"16.03.2023 18:00 - 16.03.2023 18:15","n/e","n/e","n/e","12544","13068","11988"
"16.03.2023 18:15 - 16.03.2023 18:30","n/e","n/e","n/e","12523","13114","12027"
"16.03.2023 18:30 - 16.03.2023 18:45","n/e","n/e","n/e","12508","13132","12054"
"16.03.2023 18:45 - 16.03.2023 19:00","n/e","n/e","n/e","12493","13123","12071"
"16.03.2023 19:00 - 16.03.2023 19:15","n/e","n/e","n/e","12513","13127","11548"
"16.03.2023 19:15 - 16.03.2023 19:30","n/e","n/e","n/e","12464","13075","11581"
"16.03.2023 19:30 - 16.03.2023 19:45","n/e","n/e","n/e","12384","13008","11598"
"16.03.2023 19:45 - 16.03.2023 20:00","n/e","n/e","n/e","12281","12931","11597"
"16.03.2023 20:00 - 16.03.2023 20:15","n/e","n/e","n/e","12167","12842","11410"
"16.03.2023 20:15 - 16.03.2023 20:30","n/e","n/e","n/e","12044","12763","11432"
"16.03.2023 20:30 - 16.03.2023 20:45","n/e","n/e","n/e","11926","12692","11446"
"16.03.2023 20:45 - 16.03.2023 21:00","n/e","n/e","n/e","11820","12633","11451"
"16.03.2023 21:00 - 16.03.2023 21:15","n/e","n/e","n/e","11677","12553","11624"
"16.03.2023 21:15 - 16.03.2023 21:30","n/e","n/e","n/e","11619","12528","11589"
"16.03.2023 21:30 - 16.03.2023 21:45","n/e","n/e","n/e","11594","12523","11549"
"16.03.2023 21:45 - 16.03.2023 22:00","n/e","n/e","n/e","11597","12532","11508"
"16.03.2023 22:00 - 16.03.2023 22:15","n/e","n/e","n/e","11598","12558","12277"
"16.03.2023 22:15 - 16.03.2023 22:30","n/e","n/e","n/e","11638","12565","12225"
"16.03.2023 22:30 - 16.03.2023 22:45","n/e","n/e","n/e","11686","12561","12180"
"16.03.2023 22:45 - 16.03.2023 23:00","n/e","n/e","n/e","11738","12549","12140"
"16.03.2023 23:00 - 16.03.2023 23:15","n/e","n/e","n/e","11803","12528","12794"
"16.03.2023 23:15 - 16.03.2023 23:30","n/e","n/e","n/e","11849","12513","12770"
"16.03.2023 23:30 - 16.03.2023 23:45","n/e","n/e","n/e","11885","12504","12756"
"16.03.2023 23:45 - 17.03.2023 00:00","n/e","n/e","n/e","11912","12497","12737"
"17.03.2023 00:00 - 17.03.2023 00:15","n/e","n/e","n/e","12065","12789","12789"
"17.03.2023 00:15 - 17.03.2023 00:30","n/e","n/e","n/e","12079","12748","12748"
"17.03.2023 00:30 - 17.03.2023 00:45","n/e","n/e","n/e","12068","12705","12705"
"17.03.2023 00:45 - 17.03.2023 01:00","n/e","n/e","n/e","12034","12655","12655"
"17.03.2023 01:00 - 17.03.2023 01:15","n/e","n/e","n/e","12004","12828","12828"
"17.03.2023 01:15 - 17.03.2023 01:30","n/e","n/e","n/e","11940","12745","12745"
"17.03.2023 01:30 - 17.03.2023 01:45","n/e","n/e","n/e","11868","12665","12665"
"17.03.2023 01:45 - 17.03.2023 02:00","n/e","n/e","n/e","11794","12584","12584"
"17.03.2023 02:00 - 17.03.2023 02:15","n/e","n/e","n/e","11706","12584","12584"
"17.03.2023 02:15 - 17.03.2023 02:30","n/e","n/e","n/e","11642","12496","12496"
"17.03.2023 02:30 - 17.03.2023 02:45","n/e","n/e","n/e","11588","12404","12404"
"17.03.2023 02:45 - 17.03.2023 03:00","n/e","n/e","n/e","11542","12311","12311"
"17.03.2023 03:00 - 17.03.2023 03:15","n/e","n/e","n/e","11505","12122","12122"
"17.03.2023 03:15 - 17.03.2023 03:30","n/e","n/e","n/e","11462","12048","12048"
"17.03.2023 03:30 - 17.03.2023 03:45","n/e","n/e","n/e","11416","11976","11976"
"17.03.2023 03:45 - 17.03.2023 04:00","n/e","n/e","n/e","11365","11903","11903"
"17.03.2023 04:00 - 17.03.2023 04:15","n/e","n/e","n/e","11320","11797","11797"
"17.03.2023 04:15 - 17.03.2023 04:30","n/e","n/e","n/e","11255","11681","11681"
"17.03.2023 04:30 - 17.03.2023 04:45","n/e","n/e","n/e","11183","11555","11555"
"17.03.2023 04:45 - 17.03.2023 05:00","n/e","n/e","n/e","11108","11436","11436"
"17.03.2023 05:00 - 17.03.2023 05:15","n/e","n/e","n/e","11018","11346","11346"
"17.03.2023 05:15 - 17.03.2023 05:30","n/e","n/e","n/e","10953","11303","11303"
"17.03.2023 05:30 - 17.03.2023 05:45","n/e","n/e","n/e","10901","11270","11270"
"17.03.2023 05:45 - 17.03.2023 06:00","n/e","n/e","n/e","10860","11244","11244"
"17.03.2023 06:00 - 17.03.2023 06:15","n/e","n/e","n/e","10813","11104","11104"
"17.03.2023 06:15 - 17.03.2023 06:30","n/e","n/e","n/e","10791","11083","11083"
"17.03.2023 06:30 - 17.03.2023 06:45","n/e","n/e","n/e","10778","11060","11060"
"17.03.2023 06:45 - 17.03.2023 07:00","n/e","n/e","n/e","10770","11035","11035"
"17.03.2023 07:00 - 17.03.2023 07:15","n/e","n/e","n/e","10767","10973","10973"
"17.03.2023 07:15 - 17.03.2023 07:30","n/e","n/e","n/e","10758","10902","10902"
"17.03.2023 07:30 - 17.03.2023 07:45","n/e","n/e","n/e","10746","10821","10821"
"17.03.2023 07:45 - 17.03.2023 08:00","n/e","n/e","n/e","10731","10743","10743"
"17.03.2023 08:00 - 17.03.2023 08:15","n/e","n/e","n/e","10705","10630","10630"
"17.03.2023 08:15 - 17.03.2023 08:30","n/e","n/e","n/e","10696","10618","10618"
"17.03.2023 08:30 - 17.03.2023 08:45","n/e","n/e","n/e","10695","10617","10617"
"17.03.2023 08:45 - 17.03.2023 09:00","n/e","n/e","n/e","10706","10630","10630"
"17.03.2023 09:00 - 17.03.2023 09:15","n/e","n/e","n/e","10696","10631","10777"
"17.03.2023 09:15 - 17.03.2023 09:30","n/e","n/e","n/e","10742","10670","10784"
"17.03.2023 09:30 - 17.03.2023 09:45","n/e","n/e","n/e","10810","10723","10816"
"17.03.2023 09:45 - 17.03.2023 10:00","n/e","n/e","n/e","10891","10781","10868"
"17.03.2023 10:00 - 17.03.2023 10:15","n/e","n/e","n/e","10993","10859","11053"
"17.03.2023 10:15 - 17.03.2023 10:30","n/e","n/e","n/e","11071","10905","11097"
"17.03.2023 10:30 - 17.03.2023 10:45","n/e","n/e","n/e","11134","10936","11142"
"17.03.2023 10:45 - 17.03.2023 11:00","n/e","n/e","n/e","11187","10960","11190"
"17.03.2023 11:00 - 17.03.2023 11:15","n/e","n/e","n/e","11229","10953","11600"
"17.03.2023 11:15 - 17.03.2023 11:30","n/e","n/e","n/e","11279","11001","11624"
"17.03.2023 11:30 - 17.03.2023 11:45","n/e","n/e","n/e","11338","11075","11651"
"17.03.2023 11:45 - 17.03.2023 12:00","n/e","n/e","n/e","11405","11167","11685"
"17.03.2023 12:00 - 17.03.2023 12:15","n/e","n/e","n/e","11465","11285","11960"
"17.03.2023 12:15 - 17.03.2023 12:30","n/e","n/e","n/e","11553","11375","11998"
"17.03.2023 12:30 - 17.03.2023 12:45","n/e","n/e","n/e","11651","11448","12035"
"17.03.2023 12:45 - 17.03.2023 13:00","n/e","n/e","n/e","11751","11506","12075"
"17.03.2023 13:00 - 17.03.2023 13:15","n/e","n/e","n/e","11878","11563","12245"
"17.03.2023 13:15 - 17.03.2023 13:30","n/e","n/e","n/e","11956","11604","12323"
"17.03.2023 13:30 - 17.03.2023 13:45","n/e","n/e","n/e","12014","11644","12397"
"17.03.2023 13:45 - 17.03.2023 14:00","n/e","n/e","n/e","12060","11684","12463"
"17.03.2023 14:00 - 17.03.2023 14:15","n/e","n/e","n/e","12078","11719","11581"
"17.03.2023 14:15 - 17.03.2023 14:30","n/e","n/e","n/e","12140","11765","11669"
"17.03.2023 14:30 - 17.03.2023 14:45","n/e","n/e","n/e","12224","11815","11745"
"17.03.2023 14:45 - 17.03.2023 15:00","n/e","n/e","n/e","12317","11865","11810"
"17.03.2023 15:00 - 17.03.2023 15:15","n/e","n/e","n/e","12463","11936","11401"
"17.03.2023 15:15 - 17.03.2023 15:30","n/e","n/e","n/e","12525","11968","11462"
"17.03.2023 15:30 - 17.03.2023 15:45","n/e","n/e","n/e","12548","11983","11496"
"17.03.2023 15:45 - 17.03.2023 16:00","n/e","n/e","n/e","12532","11983","11506"
"17.03.2023 16:00 - 17.03.2023 16:15","n/e","n/e","n/e","12541","11998","11392"
"17.03.2023 16:15 - 17.03.2023 16:30","n/e","n/e","n/e","12459","11968","11365"
"17.03.2023 16:30 - 17.03.2023 16:45","n/e","n/e","n/e","12351","11923","11309"
"17.03.2023 16:45 - 17.03.2023 17:00","n/e","n/e","n/e","12222","11857","11226"
"17.03.2023 17:00 - 17.03.2023 17:15","n/e","n/e","n/e","12093","11840","12044"
"17.03.2023 17:15 - 17.03.2023 17:30","n/e","n/e","n/e","11941","11701","11824"
"17.03.2023 17:30 - 17.03.2023 17:45","n/e","n/e","n/e","11787","11517","11583"
"17.03.2023 17:45 - 17.03.2023 18:00","n/e","n/e","n/e","11633","11301","11339"
"17.03.2023 18:00 - 17.03.2023 18:15","n/e","n/e","n/e","11478","11057","12361"
"17.03.2023 18:15 - 17.03.2023 18:30","n/e","n/e","n/e","11324","10836","12135"
"17.03.2023 18:30 - 17.03.2023 18:45","n/e","n/e","n/e","11172","10637","11938"
"17.03.2023 18:45 - 17.03.2023 19:00","n/e","n/e","n/e","11027","10464","11763"
"17.03.2023 19:00 - 17.03.2023 19:15","n/e","n/e","n/e","10862","10270","11800"
"17.03.2023 19:15 - 17.03.2023 19:30","n/e","n/e","n/e","10744","10151","11655"
"17.03.2023 19:30 - 17.03.2023 19:45","n/e","n/e","n/e","10645","10057","11533"
"17.03.2023 19:45 - 17.03.2023 20:00","n/e","n/e","n/e","10565","9984","11427"
"17.03.2023 20:00 - 17.03.2023 20:15","n/e","n/e","n/e","10475","9920","11014"
"17.03.2023 20:15 - 17.03.2023 20:30","n/e","n/e","n/e","10427","9862","10906"
"17.03.2023 20:30 - 17.03.2023 20:45","n/e","n/e","n/e","10392","9801","10809"
"17.03.2023 20:45 - 17.03.2023 21:00","n/e","n/e","n/e","10366","9737","10721"
"17.03.2023 21:00 - 17.03.2023 21:15","n/e","n/e","n/e","10344","9672","10816"
"17.03.2023 21:15 - 17.03.2023 21:30","n/e","n/e","n/e","10326","9608","10712"
"17.03.2023 21:30 - 17.03.2023 21:45","n/e","n/e","n/e","10308","9545","10617"
"17.03.2023 21:45 - 17.03.2023 22:00","n/e","n/e","n/e","10287","9485","10529"
"17.03.2023 22:00 - 17.03.2023 22:15","n/e","n/e","n/e","10272","9421","11013"
"17.03.2023 22:15 - 17.03.2023 22:30","n/e","n/e","n/e","10243","9368","10930"
"17.03.2023 22:30 - 17.03.2023 22:45","n/e","n/e","n/e","10208","9320","10855"
"17.03.2023 22:45 - 17.03.2023 23:00","n/e","n/e","n/e","10171","9275","10780"
"17.03.2023 23:00 - 17.03.2023 23:15","n/e","n/e","n/e","10130","9235","10749"
"17.03.2023 23:15 - 17.03.2023 23:30","n/e","n/e","n/e","10095","9190","10647"
"17.03.2023 23:30 - 17.03.2023 23:45","n/e","n/e","n/e","10063","9143","10547"
"17.03.2023 23:45 - 18.03.2023 00:00","n/e","n/e","n/e","10028","9094","10440"
"18.03.2023 00:00 - 18.03.2023 00:15","n/e","n/e","n/e","9346","10260","10260"
"18.03.2023 00:15 - 18.03.2023 00:30","n/e","n/e","n/e","9285","10135","10135"
"18.03.2023 00:30 - 18.03.2023 00:45","n/e","n/e","n/e","9194","10017","10017"
"18.03.2023 00:45 - 18.03.2023 01:00","n/e","n/e","n/e","9081","9903","9903"
"18.03.2023 01:00 - 18.03.2023 01:15","n/e","n/e","n/e","8946","9704","9704"
"18.03.2023 01:15 - 18.03.2023 01:30","n/e","n/e","n/e","8831","9607","9607"
"18.03.2023 01:30 - 18.03.2023 01:45","n/e","n/e","n/e","8733","9514","9514"
"18.03.2023 01:45 - 18.03.2023 02:00","n/e","n/e","n/e","8648","9422","9422"
"18.03.2023 02:00 - 18.03.2023 02:15","n/e","n/e","n/e","8573","9367","9367"
"18.03.2023 02:15 - 18.03.2023 02:30","n/e","n/e","n/e","8493","9249","9249"
"18.03.2023 02:30 - 18.03.2023 02:45","n/e","n/e","n/e","8409","9130","9130"
"18.03.2023 02:45 - 18.03.2023 03:00","n/e","n/e","n/e","8321","9011","9011"
"18.03.2023 03:00 - 18.03.2023 03:15","n/e","n/e","n/e","8224","8917","8917"
"18.03.2023 03:15 - 18.03.2023 03:30","n/e","n/e","n/e","8145","8807","8807"
"18.03.2023 03:30 - 18.03.2023 03:45","n/e","n/e","n/e","8076","8698","8698"
"18.03.2023 03:45 - 18.03.2023 04:00","n/e","n/e","n/e","8014","8588","8588"
"18.03.2023 04:00 - 18.03.2023 04:15","n/e","n/e","n/e","7959","8296","8296"
"18.03.2023 04:15 - 18.03.2023 04:30","n/e","n/e","n/e","7899","8181","8181"
"18.03.2023 04:30 - 18.03.2023 04:45","n/e","n/e","n/e","7834","8066","8066"
"18.03.2023 04:45 - 18.03.2023 05:00","n/e","n/e","n/e","7767","7952","7952"
"18.03.2023 05:00 - 18.03.2023 05:15","n/e","n/e","n/e","7697","8124","8124"
"18.03.2023 05:15 - 18.03.2023 05:30","n/e","n/e","n/e","7630","7994","7994"
"18.03.2023 05:30 - 18.03.2023 05:45","n/e","n/e","n/e","7567","7875","7875"
"18.03.2023 05:45 - 18.03.2023 06:00","n/e","n/e","n/e","7505","7765","7765"
"18.03.2023 06:00 - 18.03.2023 06:15","n/e","n/e","n/e","7450","8017","8017"
"18.03.2023 06:15 - 18.03.2023 06:30","n/e","n/e","n/e","7384","7911","7911"
"18.03.2023 06:30 - 18.03.2023 06:45","n/e","n/e","n/e","7312","7811","7811"
"18.03.2023 06:45 - 18.03.2023 07:00","n/e","n/e","n/e","7236","7719","7719"
"18.03.2023 07:00 - 18.03.2023 07:15","n/e","n/e","n/e","7158","7471","7471"
"18.03.2023 07:15 - 18.03.2023 07:30","n/e","n/e","n/e","7083","7405","7405"
"18.03.2023 07:30 - 18.03.2023 07:45","n/e","n/e","n/e","7011","7347","7347"
"18.03.2023 07:45 - 18.03.2023 08:00","n/e","n/e","n/e","6941","7296","7296"
"18.03.2023 08:00 - 18.03.2023 08:15","n/e","n/e","n/e","6877","7336","7336"
"18.03.2023 08:15 - 18.03.2023 08:30","n/e","n/e","n/e","6804","7263","7263"
"18.03.2023 08:30 - 18.03.2023 08:45","n/e","n/e","n/e","6727","7196","7196"
"18.03.2023 08:45 - 18.03.2023 09:00","n/e","n/e","n/e","6648","7137","7137"
"18.03.2023 09:00 - 18.03.2023 09:15","n/e","n/e","n/e","6561","7074","7149"
"18.03.2023 09:15 - 18.03.2023 09:30","n/e","n/e","n/e","6489","7024","7114"
"18.03.2023 09:30 - 18.03.2023 09:45","n/e","n/e","n/e","6425","6978","7080"
"18.03.2023 09:45 - 18.03.2023 10:00","n/e","n/e","n/e","6372","6935","7045"
"18.03.2023 10:00 - 18.03.2023 10:15","n/e","n/e","n/e","6304","6889","6856"
"18.03.2023 10:15 - 18.03.2023 10:30","n/e","n/e","n/e","6276","6855","6829"
"18.03.2023 10:30 - 18.03.2023 10:45","n/e","n/e","n/e","6263","6826","6814"
"18.03.2023 10:45 - 18.03.2023 11:00","n/e","n/e","n/e","6257","6802","6804"
"18.03.2023 11:00 - 18.03.2023 11:15","n/e","n/e","n/e","6268","6776","6811"
"18.03.2023 11:15 - 18.03.2023 11:30","n/e","n/e","n/e","6253","6757","6791"
"18.03.2023 11:30 - 18.03.2023 11:45","n/e","n/e","n/e","6225","6741","6759"
"18.03.2023 11:45 - 18.03.2023 12:00","n/e","n/e","n/e","6191","6726","6717"
"18.03.2023 12:00 - 18.03.2023 12:15","n/e","n/e","n/e","6129","6709","6749"
"18.03.2023 12:15 - 18.03.2023 12:30","n/e","n/e","n/e","6116","6697","6763"
"18.03.2023 12:30 - 18.03.2023 12:45","n/e","n/e","n/e","6124","6688","6780"
"18.03.2023 12:45 - 18.03.2023 13:00","n/e","n/e","n/e","6149","6685","6799"
"18.03.2023 13:00 - 18.03.2023 13:15","n/e","n/e","n/e","6188","6661","6843"
"18.03.2023 13:15 - 18.03.2023 13:30","n/e","n/e","n/e","6221","6684","6877"
"18.03.2023 13:30 - 18.03.2023 13:45","n/e","n/e","n/e","6246","6724","6935"
"18.03.2023 13:45 - 18.03.2023 14:00","n/e","n/e","n/e","6265","6779","7002"
"18.03.2023 14:00 - 18.03.2023 14:15","n/e","n/e","n/e","6280","6838","7187"
"18.03.2023 14:15 - 18.03.2023 14:30","n/e","n/e","n/e","6293","6900","7237"
"18.03.2023 14:30 - 18.03.2023 14:45","n/e","n/e","n/e","6308","6960","7300"
"18.03.2023 14:45 - 18.03.2023 15:00","n/e","n/e","n/e","6327","7029","7363"
"18.03.2023 15:00 - 18.03.2023 15:15","n/e","n/e","n/e","6338","7054","7360"
"18.03.2023 15:15 - 18.03.2023 15:30","n/e","n/e","n/e","6365","7182","7362"
"18.03.2023 15:30 - 18.03.2023 15:45","n/e","n/e","n/e","6399","7353","7363"
"18.03.2023 15:45 - 18.03.2023 16:00","n/e","n/e","n/e","6439","7542","7361"
"18.03.2023 16:00 - 18.03.2023 16:15","n/e","n/e","n/e","6479","7837","7597"
"18.03.2023 16:15 - 18.03.2023 16:30","n/e","n/e","n/e","6528","7958","7590"
"18.03.2023 16:30 - 18.03.2023 16:45","n/e","n/e","n/e","6579","8002","7581"
"18.03.2023 16:45 - 18.03.2023 17:00","n/e","n/e","n/e","6622","7972","7564"
"18.03.2023 17:00 - 18.03.2023 17:15","n/e","n/e","n/e","6707","7960","7619"
"18.03.2023 17:15 - 18.03.2023 17:30","n/e","n/e","n/e","6704","7827","7492"
"18.03.2023 17:30 - 18.03.2023 17:45","n/e","n/e","n/e","6664","7664","7362"
"18.03.2023 17:45 - 18.03.2023 18:00","n/e","n/e","n/e","6597","7492","7244"
"18.03.2023 18:00 - 18.03.2023 18:15","n/e","n/e","n/e","6510","7263","7429"
"18.03.2023 18:15 - 18.03.2023 18:30","n/e","n/e","n/e","6430","7138","7378"
"18.03.2023 18:30 - 18.03.2023 18:45","n/e","n/e","n/e","6362","7061","7341"
"18.03.2023 18:45 - 18.03.2023 19:00","n/e","n/e","n/e","6312","7028","7315"
"18.03.2023 19:00 - 18.03.2023 19:15","n/e","n/e","n/e","6235","6995","7038"
"18.03.2023 19:15 - 18.03.2023 19:30","n/e","n/e","n/e","6233","7014","7033"
"18.03.2023 19:30 - 18.03.2023 19:45","n/e","n/e","n/e","6259","7042","7032"
"18.03.2023 19:45 - 18.03.2023 20:00","n/e","n/e","n/e","6300","7071","7031"
"18.03.2023 20:00 - 18.03.2023 20:15","n/e","n/e","n/e","6378","7126","6307"
"18.03.2023 20:15 - 18.03.2023 20:30","n/e","n/e","n/e","6405","7135","6355"
"18.03.2023 20:30 - 18.03.2023 20:45","n/e","n/e","n/e","6405","7123","6398"
"18.03.2023 20:45 - 18.03.2023 21:00","n/e","n/e","n/e","6380","7091","6426"
"18.03.2023 21:00 - 18.03.2023 21:15","n/e","n/e","n/e","6360","7071","6567"
"18.03.2023 21:15 - 18.03.2023 21:30","n/e","n/e","n/e","6302","7006","6551"
"18.03.2023 21:30 - 18.03.2023 21:45","n/e","n/e","n/e","6236","6928","6524"
"18.03.2023 21:45 - 18.03.2023 22:00","n/e","n/e","n/e","6166","6842","6487"
"18.03.2023 22:00 - 18.03.2023 22:15","n/e","n/e","n/e","6088","6744","6668"
"18.03.2023 22:15 - 18.03.2023 22:30","n/e","n/e","n/e","6023","6661","6604"
"18.03.2023 22:30 - 18.03.2023 22:45","n/e","n/e","n/e","5964","6588","6528"
"18.03.2023 22:45 - 18.03.2023 23:00","n/e","n/e","n/e","5908","6523","6446"
"18.03.2023 23:00 - 18.03.2023 23:15","n/e","n/e","n/e","5867","6457","6340"
"18.03.2023 23:15 - 18.03.2023 23:30","n/e","n/e","n/e","5803","6404","6246"
"18.03.2023 23:30 - 18.03.2023 23:45","n/e","n/e","n/e","5727","6354","6164"
"18.03.2023 23:45 - 19.03.2023 00:00","n/e","n/e","n/e","5644","6308","6096"
"19.03.2023 00:00 - 19.03.2023 00:15","n/e","n/e","n/e","6306","6004","6004"
"19.03.2023 00:15 - 19.03.2023 00:30","n/e","n/e","n/e","6266","5957","5957"
"19.03.2023 00:30 - 19.03.2023 00:45","n/e","n/e","n/e","6246","5916","5916"
"19.03.2023 00:45 - 19.03.2023 01:00","n/e","n/e","n/e","6242","5882","5882"
"19.03.2023 01:00 - 19.03.2023 01:15","n/e","n/e","n/e","6238","5675","5675"
"19.03.2023 01:15 - 19.03.2023 01:30","n/e","n/e","n/e","6255","5658","5658"
"19.03.2023 01:30 - 19.03.2023 01:45","n/e","n/e","n/e","6276","5644","5644"
"19.03.2023 01:45 - 19.03.2023 02:00","n/e","n/e","n/e","6296","5637","5637"
"19.03.2023 02:00 - 19.03.2023 02:15","n/e","n/e","n/e","6339","5662","5662"
"19.03.2023 02:15 - 19.03.2023 02:30","n/e","n/e","n/e","6333","5656","5656"
"19.03.2023 02:30 - 19.03.2023 02:45","n/e","n/e","n/e","6307","5655","5655"
"19.03.2023 02:45 - 19.03.2023 03:00","n/e","n/e","n/e","6267","5659","5659"
"19.03.2023 03:00 - 19.03.2023 03:15","n/e","n/e","n/e","6214","5219","5219"
"19.03.2023 03:15 - 19.03.2023 03:30","n/e","n/e","n/e","6168","5215","5215"
"19.03.2023 03:30 - 19.03.2023 03:45","n/e","n/e","n/e","6129","5200","5200"
"19.03.2023 03:45 - 19.03.2023 04:00","n/e","n/e","n/e","6098","5183","5183"
"19.03.2023 04:00 - 19.03.2023 04:15","n/e","n/e","n/e","6069","5057","5057"
"19.03.2023 04:15 - 19.03.2023 04:30","n/e","n/e","n/e","6043","5064","5064"
"19.03.2023 04:30 - 19.03.2023 04:45","n/e","n/e","n/e","6018","5064","5064"
"19.03.2023 04:45 - 19.03.2023 05:00","n/e","n/e","n/e","5991","5061","5061"
"19.03.2023 05:00 - 19.03.2023 05:15","n/e","n/e","n/e","5967","5188","5188"
"19.03.2023 05:15 - 19.03.2023 05:30","n/e","n/e","n/e","5936","5207","5207"
"19.03.2023 05:30 - 19.03.2023 05:45","n/e","n/e","n/e","5902","5215","5215"
"19.03.2023 05:45 - 19.03.2023 06:00","n/e","n/e","n/e","5867","5212","5212"
"19.03.2023 06:00 - 19.03.2023 06:15","n/e","n/e","n/e","5830","5097","5097"
"19.03.2023 06:15 - 19.03.2023 06:30","n/e","n/e","n/e","5797","5089","5089"
"19.03.2023 06:30 - 19.03.2023 06:45","n/e","n/e","n/e","5767","5065","5065"
"19.03.2023 06:45 - 19.03.2023 07:00","n/e","n/e","n/e","5738","5027","5027"
